"id","age","gender","race1","race2","race3","race4","race5","race6","race7","timestamp","local_date","SurveyNumber","Day_Number","has_data","t0","t_cen","t_hr","cond_tail","cond_basic","phone","video","text","interact","relat","caredfor","respected","supported","resp","conn","LS1_pre","LS2_pre","LS3_pre","LS4_pre","LS5_pre","LS_pre","LS1_post","LS2_post","LS3_post","LS4_post","LS5_post","LS_post","Path1_pre","Agen1_pre","Path2_pre","Path3_pre","Path4_pre","Agen2_pre","Agen3_pre","Agen4_pre","Agency_pre","Pathways_pre","Hope_pre","Path1_post","Agen1_post","Path2_post","Path3_post","Path4_post","Agen2_post","Agen3_post","Agen4_post","Agency_post","Pathways_post","Hope_post"
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588118618,"4/28/2020 17:03",11,2,"TRUE ",1588009498,109120,30.3111111111111,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,5,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588125286,"4/28/2020 18:54",12,2,"TRUE ",1588009498,115788,32.1633333333333,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588182227,"4/29/2020 10:43",13,3,"TRUE ",1588009498,172729,47.9802777777778,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,4,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588187634,"4/29/2020 12:13",14,3,"TRUE ",1588009498,178136,49.4822222222222,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,5,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588194761,"4/29/2020 14:12",15,3,"TRUE ",1588009498,185263,51.4619444444444,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,5,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588200265,"4/29/2020 15:44",16,3,"TRUE ",1588009498,190767,52.9908333333333,0,0,0,0,0,1,7,5,5,5,5,5,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588205153,"4/29/2020 17:05",17,3,"TRUE ",1588009498,195655,54.3486111111111,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588211978,"4/29/2020 18:59",18,3,"FALSE",1588009498,202480,56.2444444444444,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588267348,"4/30/2020 10:22",19,4,"FALSE",1588009498,257850,71.625,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588273435,"4/30/2020 12:03",20,4,"TRUE ",1588009498,263937,73.3158333333333,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,6,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588280979,"4/30/2020 14:09",21,4,"TRUE ",1588009498,271481,75.4113888888889,0,0,0,1,0,1,4,3,3,3,3,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588286600,"4/30/2020 15:43",22,4,"TRUE ",1588009498,277102,76.9727777777778,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,5,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588291720,"4/30/2020 17:08",23,4,"TRUE ",1588009498,282222,78.395,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588297218,"4/30/2020 18:40",24,4,"TRUE ",1588009498,287720,79.9222222222222,0,0,0,0,0,1,7,4,4,4,4,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588355181,"5/1/2020 10:46 ",25,5,"TRUE ",1588009498,345683,96.0230555555556,0,0,0,1,0,1,4,4,4,4,4,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588361637,"5/1/2020 12:33 ",26,5,"TRUE ",1588009498,352139,97.8163888888889,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,6,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588366513,"5/1/2020 13:55 ",27,5,"TRUE ",1588009498,357015,99.1708333333333,0,0,0,0,0,1,7,4,4,4,4,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588373365,"5/1/2020 15:49 ",28,5,"TRUE ",1588009498,363867,101.074166666667,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588379219,"5/1/2020 17:26 ",29,5,"TRUE ",1588009498,369721,102.700277777778,0,0,0,0,0,1,7,4,4,4,4,6,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588384014,"5/1/2020 18:46 ",30,5,"TRUE ",1588009498,374516,104.032222222222,0,0,0,0,0,1,7,4,4,4,4,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588441023,"5/2/2020 10:37 ",31,6,"TRUE ",1588009498,431525,119.868055555556,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588445901,"5/2/2020 11:58 ",32,6,"TRUE ",1588009498,436403,121.223055555556,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588453298,"5/2/2020 14:01 ",33,6,"TRUE ",1588009498,443800,123.277777777778,0,0,0,0,1,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588457922,"5/2/2020 15:18 ",34,6,"TRUE ",1588009498,448424,124.562222222222,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588465708,"5/2/2020 17:28 ",35,6,"TRUE ",1588009498,456210,126.725,0,0,0,0,0,1,7,5,5,5,5,6,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588471190,"5/2/2020 18:59 ",36,6,"TRUE ",1588009498,461692,128.247777777778,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,5,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588526476,"5/3/2020 10:21 ",37,7,"TRUE ",1588009498,516978,143.605,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,4,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588534132,"5/3/2020 12:28 ",38,7,"TRUE ",1588009498,524634,145.731666666667,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588540208,"5/3/2020 14:10 ",39,7,"TRUE ",1588009498,530710,147.419444444444,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588546222,"5/3/2020 15:50 ",40,7,"TRUE ",1588009498,536724,149.09,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588551568,"5/3/2020 17:19 ",41,7,"TRUE ",1588009498,542070,150.575,0,0,0,1,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588556670,"5/3/2020 18:44 ",42,7,"TRUE ",1588009498,547172,151.992222222222,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588614562,"5/4/2020 10:49 ",43,8,"TRUE ",1588009498,605064,168.073333333333,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,4,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588619097,"5/4/2020 12:04 ",44,8,"TRUE ",1588009498,609599,169.333055555556,0,0,0,0,1,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588624606,"5/4/2020 13:36 ",45,8,"TRUE ",1588009498,615108,170.863333333333,0,0,0,0,1,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588631829,"5/4/2020 15:37 ",46,8,"TRUE ",1588009498,622331,172.869722222222,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,6,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588637481,"5/4/2020 17:11 ",47,8,"TRUE ",1588009498,627983,174.439722222222,0,0,0,0,1,1,7,5,5,5,5,6,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588643255,"5/4/2020 18:47 ",48,8,"TRUE ",1588009498,633757,176.043611111111,0,0,0,0,0,1,7,4,4,4,4,5,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588700190,"5/5/2020 10:36 ",49,9,"TRUE ",1588009498,690692,191.858888888889,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,5,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588706417,"5/5/2020 12:20 ",50,9,"TRUE ",1588009498,696919,193.588611111111,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,5,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588711010,"5/5/2020 13:36 ",51,9,"TRUE ",1588009498,701512,194.864444444444,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588718752,"5/5/2020 15:45 ",52,9,"TRUE ",1588009498,709254,197.015,0,0,0,0,1,1,7,5,5,5,5,5,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588724546,"5/5/2020 17:22 ",53,9,"TRUE ",1588009498,715048,198.624444444444,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588730012,"5/5/2020 18:53 ",54,9,"TRUE ",1588009498,720514,200.142777777778,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588785964,"5/6/2020 10:26 ",55,10,"FALSE",1588009498,776466,215.685,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588793088,"5/6/2020 12:24 ",56,10,"TRUE ",1588009498,783590,217.663888888889,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588799398,"5/6/2020 14:09 ",57,10,"TRUE ",1588009498,789900,219.416666666667,0,0,0,1,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588803335,"5/6/2020 15:15 ",58,10,"TRUE ",1588009498,793837,220.510277777778,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588810969,"5/6/2020 17:22 ",59,10,"TRUE ",1588009498,801471,222.630833333333,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19182,21,2,1,NA,NA,NA,NA,NA,NA,1588816115,"5/6/2020 18:48 ",60,10,"TRUE ",1588009498,806617,224.060277777778,0,0,0,0,0,1,7,5,5,5,5,7,4,4,4,4,5,4.2,4,3,4,4,4,3.8,4,4,2,1,4,4,4,4,4,2.75,3.375,4,4,3,4,4,4,4,5,4.25,3.75,4
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588009181,"4/27/2020 10:39",1,1,"TRUE ",1588009181,0,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,4,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588014740,"4/27/2020 12:12",2,1,"TRUE ",1588009181,5559,1.54416666666667,0,1,0,0,0,1,7,3,3,4,3.33333333333333,4,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588020340,"4/27/2020 13:45",3,1,"TRUE ",1588009181,11159,3.09972222222222,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,3,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588026917,"4/27/2020 15:35",4,1,"TRUE ",1588009181,17736,4.92666666666667,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,3,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588032061,"4/27/2020 17:01",5,1,"TRUE ",1588009181,22880,6.35555555555556,0,1,0,0,0,1,7,3,3,3,3,4,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588039026,"4/27/2020 18:57",6,1,"TRUE ",1588009181,29845,8.29027777777778,0,1,0,0,0,1,7,4,4,4,4,6,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588094652,"4/28/2020 10:24",7,2,"FALSE",1588009181,85471,23.7419444444444,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588100900,"4/28/2020 12:08",8,2,"TRUE ",1588009181,91719,25.4775,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,1,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588107732,"4/28/2020 14:02",9,2,"TRUE ",1588009181,98551,27.3752777777778,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,2,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588114172,"4/28/2020 15:49",10,2,"TRUE ",1588009181,104991,29.1641666666667,0,1,0,1,0,1,3,2,3,3,2.66666666666667,2,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588119783,"4/28/2020 17:23",11,2,"TRUE ",1588009181,110602,30.7227777777778,0,1,0,0,1,1,7,4,4,4,4,4,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588125160,"4/28/2020 18:52",12,2,"TRUE ",1588009181,115979,32.2163888888889,0,1,0,0,0,1,7,4,4,4,4,5,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588181850,"4/29/2020 10:37",13,3,"TRUE ",1588009181,172669,47.9636111111111,0,1,0,0,1,1,6,4,3,3,3.33333333333333,4,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
19183,20,2,NA,NA,NA,4,NA,NA,NA,1588187606,"4/29/2020 12:13",14,3,"TRUE ",1588009181,178425,49.5625,0,1,0,1,0,1,5,2,4,3,3,6,4,4,3,4,2,3.4,4,5,4,4,2,3.8,4,3,4,4,3,2,4,3,3,3.75,3.375,3,4,3,4,3,2,4,3,3.25,3.25,3.25
