"SERIAL","QUESTNNR","STARTED","LASTDATA","SQ02_01","SQ02_02","SQ02_03","SQ02_04","SQ02_08","SQ02_09","SQ02_10","SQ02_13","SQ02_15","SQ02_16","SQ02_17","SQ02_20","SQ02_21","SQ02_24","SQ02_25","SQ02_21_re","SQ02_25_re","emprob","hyper","prosoc","SD44","MC01","MC05_01","MC09","MC02","MC06_01","MC10","MC03","MC07_01","MC11","MC04","MC08_01","MC12","P101","P102","P102_01","P103","P104","P105_01","P201","P202","P202_01","P203","P204","P205_01","P206","P207","P207_01","P208","P209","P210_01","P211","P212","P212_01","P213","P214","P215_01","P216","P217","P217_01","P218","P219","P220_01","PN01_01","PN01_02","PN01_03","PN01_04","PN01_05","PN01_06","PN01_07","PN01_08","PN01_09","PN02_01","PN02_02","PN02_03","PN02_04","PN02_05","PN02_06","PN02_07","PN02_08","PN02_09","aut_sat","com_sat","rel_sat","aut_dis","com_dis","rel_dis","PS01_01","PS01_02","PS01_03","PS01_04","PS01_05","PS01_06","PS01_07","PS01_08","PS01_09","PS01_10","PS01_04_re","PS01_05_re","PS01_07_re","PS01_08_re","pss","DP03_01","DP03_02","DP03_03","DP03_04","DP03_05","DP03_06","DP03_07","DP03_08","DP03_09","DP03_10","DP04_11","DP04_12","DP04_13","DP04_14","DP04_15","DP04_16","DP04_17","DP04_18","DP04_19","DP04_20","DP03_04_re","DP03_08_re","DP04_12_re","DP04_16_re","cesd","FK01_01","FK01_04","FK01_05","FK01_06","FK01_07","FK01_09","FK01_10","FK01_11","FK01_12","FK01_14","FK02_15","FK02_17","FK02_19","FK02_20","FK02_21","FK02_23","FK02_24","FK02_27","FK02_29","FK01_04_re","FK01_05_re","FK02_20_re","FK01_06_re","FK01_10_re","FK02_19_re","FK02_29_re","ST01_01","ST01_02","ST01_03","ST01_04","ST01_05","ST01_06","ST01_07","ST01_08","ST01_09","ST01_10","ST02_01","ST02_02","ST02_03","ST02_04","ST02_05","ST02_06","ST02_07","ST02_08","ST02_09","ST02_10","ST01_01_re","ST01_02_re","ST01_05_re","ST01_08_re","ST01_10_re","ST02_01_re","ST02_05_re","ST02_06_re","ST02_09_re","ST02_10_re","stai","VS01_01","VS01_02","VS01_03","VS01_04","VS01_05","VS01_06","VS01_07","VS01_02_re","vitality","LS01_01","LS01_02","LS01_03","LS01_04","LS01_05","swls","LO02_02","LO02_03","LO02_09","LO02_11","LO02_14","LO02_15","LO02_17","LO02_18","LO02_02_re","LO02_09_re","LO02_15_re","ucla","CV05_01","CV05_02","CV05_03","CV05_04","CV05_05","PT06_01","PT06_02","PT06_03","PT06_04","PT04_01","CV11_01","CV11_02","CV11_03","CV11_04","CV11_05","CV11_06","CV11_07","CV11_08","CV11_09","CV11_10","CV11_11","CV11_12","CV11_13","CV11_14","CV11_15","CV11_16","CV11_01_re","CV11_06_re","CV11_07_re","CV11_09_re","CV11_10_re","pasa_threat","pasa_chall","pasa_sc","pasa_control","pasa_pa","pasa_sa","pasa_stress"
"ShlIWFs6ZmpzcMa","Post","2020-04-29 14:51:09","2020-04-29 15:08:18",3,1,2,3,1,3,1,2,2,1,3,3,3,1,3,1,1,2,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,3,1,4,4,2,NA,3,1,3,4,2,NA,3,1,3,NA,NA,NA,NA,NA,NA,7,2,4,6,1,7,7,4,7,6,3,1,4,4,3,4,2,6,6.33333333333333,3,7,4,3.33333333333333,2.33333333333333,1,7,6,4,4,5,5,4,3,2,4,4,3,4,3.9,1,1,1,4,2,1,3,2,1,1,2,4,1,1,1,3,2,2,1,1,1,3,1,2,9,3,1,1,3,1,3,2,5,3,5,3,3,4,1,3,4,1,4,5,5,5,5,3,4,2,1,3,3,3,1,2,2,2,3,2,3,3,2,1,1,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,4,5,1,2,2,3,2,3,2.42857142857143,6,7,7,5,2,5.4,3,1,7,1,1,4,1,1,5,1,4,1.875,2,1,4,2,7,3,3,2,5,3,7,7,4,3,7,1,4,6,1,1,1,4,7,7,1,6,1,7,4,7,7,5.5,7,2.5,4.75,6.25,3.625,2.625
"iwUsmnIG2InJWtv","Post","2020-04-21 20:48:30","2020-04-21 21:11:56",2,3,1,2,1,2,2,2,3,3,2,2,2,1,2,2,2,3,7,5,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,4,3,2,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,5,3,4,6,3,5,3,2,2,2,5,4,1,1,5,4.66666666666667,3.66666666666667,5.33333333333333,3,1,1.66666666666667,7,4,6,5,3,7,6,4,4,6,3,5,2,4,4.8,2,2,2,4,3,1,3,2,1,1,1,2,2,1,1,2,1,1,1,3,1,3,3,3,16,5,1,1,2,3,5,1,3,5,5,3,5,1,1,4,3,4,5,5,5,5,5,4,5,5,1,2,2,3,2,2,2,3,1,2,3,4,2,2,3,2,3,2,4,2,2,3,3,3,4,2,1,3,2,3,3,2.6,6,2,5,7,6,6,6,6,6,6,5,6,5,5,5.4,7,1,7,2,1,7,1,5,1,1,1,1.625,2,4,2,7,7,1,5,5,3,5,3,7,4,2,7,2,2,7,5,1,2,2,7,7,2,2,5,6,6,3,7,5.5,6.75,3.5,3.25,6.125,3.375,2.75
"ikcPrk7M4P2Ir1o","Post","2020-04-28 12:04:06","2020-04-28 12:20:49",3,1,2,3,2,3,1,1,1,1,3,3,3,1,2,1,2,2,1,10,3,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,1,4,4,2,NA,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,1,2,2,6,1,7,7,6,5,4,2,6,1,1,2,1.66666666666667,1.66666666666667,6.33333333333333,6.33333333333333,1.33333333333333,3.66666666666667,5,7,7,2,1,5,3,1,7,4,6,7,5,7,6,2,1,1,3,2,1,2,2,1,1,1,2,4,1,1,2,2,2,1,2,2,3,3,3,16,4,1,1,1,2,2,1,1,3,4,3,5,1,1,5,2,5,2,5,5,5,5,5,5,5,1,3,3,2,2,1,2,2,3,3,3,3,2,1,1,2,2,3,2,3,2,2,2,4,2,2,2,3,3,2,3,2.25,5,4,2,2,3,5,4,4,3.57142857142857,3,7,5,4,3,4.4,7,1,7,1,6,1,1,1,1,1,7,2.375,6,6,7,7,7,5,1,1,5,3,1,7,2,6,7,1,3,7,1,1,2,1,6,7,4,5,7,7,5,7,7,6.75,7,3.25,4.75,6.875,4,2.875
"DAS6aFjVkHV4aMy","Post","2020-04-21 12:26:56","2020-04-21 12:39:01",2,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,0,4,5,3,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,2,2,3,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,5,1,5,6,1,6,6,1,2,1,4,1,1,5,5,5,2,6,2.66666666666667,3.66666666666667,1.33333333333333,1,6,7,1,3,6,3,1,5,5,7,5,5,7,5.4,3,1,3,2,4,3,3,2,1,1,3,2,2,2,1,2,2,2,1,1,3,3,3,3,25,4,1,2,1,2,3,1,3,3,3,2,5,1,1,3,4,4,4,3,5,4,5,5,5,5,3,2,3,2,1,1,1,1,1,2,2,3,2,1,3,1,2,3,4,2,2,3,2,4,4,3,2,4,3,3,3,2.55,2,7,1,1,1,1,1,1,1.14285714285714,6,7,6,7,7,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BfAEzKlni79uy2p","Post","2020-04-24 20:01:37","2020-04-24 20:14:51",3,3,2,3,1,3,3,2,2,3,3,3,2,1,2,2,2,4,7,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,3,6,5,6,7,5,7,1,2,3,4,5,1,2,2,5,5.66666666666667,5,7,1.33333333333333,2.33333333333333,2.66666666666667,2,2,3,6,4,2,6,6,6,2,2,4,2,2,2.7,1,1,1,3,2,2,4,4,1,2,3,4,2,1,1,3,1,1,1,4,2,1,1,2,14,4,2,2,3,2,3,4,4,4,4,3,2,3,3,2,3,4,4,4,4,4,3,3,2,3,2,2,3,1,3,2,3,3,2,3,4,3,1,2,2,2,3,3,3,3,3,3,2,3,3,1,2,3,2,2,2,2.35,4,5,2,4,5,5,4,3,3.85714285714286,6,6,5,5,3,5,5,4,6,2,5,3,2,5,3,2,5,3.5,5,6,7,5,7,2,4,4,4,4,4,6,2,5,6,2,5,6,5,4,4,4,3,5,4,6,4,6,3,3,4,4,5.25,3.25,5.25,4.625,4.25,0.375
"GOVX2Z6ny7Nxfm5","Post","2020-04-22 14:14:56","2020-04-22 14:23:29",3,2,1,NA,1,NA,1,1,2,NA,NA,NA,2,1,2,2,2,0,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,4,3,4,5,4,5,2,5,1,1,4,4,1,2,4,4,3.66666666666667,5,3.66666666666667,1.66666666666667,1,1,5,2,6,5,2,6,6,5,1,2,3,2,2,2.5,2,1,1,4,3,1,2,4,1,1,2,3,2,1,1,3,1,2,1,1,1,1,2,2,9,4,1,1,2,1,1,2,5,4,5,3,4,1,1,3,5,3,4,4,5,5,5,4,4,5,2,3,3,2,2,3,1,2,2,2,3,3,2,2,1,3,3,2,2,3,4,2,2,2,3,2,2,2,2,2,1,1.9,5,2,4,5,5,4,6,6,5,6,7,7,7,5,6.4,5,1,4,1,1,6,2,2,3,4,2,2,1,1,1,2,6,2,5,4,3,4,4,7,6,6,3,1,1,2,5,2,6,6,2,6,6,5,4,7,7,3,6,3,6.5,6.25,4.75,4.75,5.5,-0.75
"WKrILfOdKA7XjIi","Post","2020-04-21 12:28:59","2020-04-21 12:46:19",2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,5,3,2,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,5,1,4,3,2,NA,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,3,2,3,5,5,5,7,4,7,2,5,7,4,3,2,2.66666666666667,4,5,6,3.66666666666667,4.33333333333333,3,2,7,3,2,2,5,4,4,2,5,6,3,4,3.8,1,1,1,3,2,1,2,3,1,2,3,3,1,2,2,2,1,1,2,2,2,2,2,3,14,4,3,2,5,1,1,4,4,3,3,1,3,4,2,2,3,2,3,4,3,4,4,1,2,2,2,2,2,3,2,2,2,3,2,2,3,2,3,1,4,2,2,3,2,3,2,3,3,3,3,2,3,3,3,2,3,2.65,4,5,4,5,5,5,4,3,4.28571428571429,2,5,3,5,1,3.2,1,6,6,4,6,2,7,4,7,2,6,5.25,5,3,7,6,7,4,3,3,5,4,5,7,6,6,4,3,1,7,2,6,5,5,5,5,5,6,3,5,7,6,2,4.5,4.75,5.75,6,4.625,5.875,-1.25
"MfD1WKz4TOpFDEc","Post","2020-04-19 12:57:51","2020-04-19 13:33:27",2,3,2,3,1,2,3,1,2,1,3,1,2,1,3,2,1,1,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,4,3,2,NA,3,1,3,3,2,NA,3,1,3,NA,NA,NA,NA,NA,NA,7,2,2,5,2,7,7,3,7,2,4,2,2,5,5,1,2,6,6,3.33333333333333,7,3.66666666666667,1.66666666666667,2,2,2,4,6,2,5,2,6,5,4,2,6,6,2,3.8,2,1,1,4,3,2,2,2,1,1,4,3,1,1,1,4,1,2,1,3,1,3,2,1,14,4,1,1,4,2,3,4,2,2,3,2,4,5,1,1,4,3,1,5,5,5,5,2,2,1,1,2,4,2,2,3,2,2,1,2,3,4,2,2,1,3,4,2,3,3,3,3,1,2,4,2,1,2,1,2,2,2,7,2,4,5,4,4,5,6,5,7,6,6,7,7,6.6,6,1,7,1,5,5,1,2,2,1,3,2,1,1,7,6,7,3,4,3,5,4,7,7,7,5,5,1,1,4,4,1,7,6,5,7,7,3,1,7,7,4,7,3.75,7,7,4.5,5.375,5.75,-0.375
"G2APcQ7PqnVysab","Post","2020-04-22 12:51:03","2020-04-22 13:15:56",2,2,2,3,2,3,1,2,2,1,2,2,3,2,2,1,2,4,3,7,3,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,4,2,3,3,1,"27.4.",4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,2,4,2,7,3,7,6,4,1,4,4,4,1,2,4,2.66666666666667,3.66666666666667,7,4.66666666666667,1.33333333333333,2,4,5,7,6,1,2,4,4,6,2,2,7,4,4,4.3,2,1,3,2,3,3,3,1,1,2,3,2,2,2,1,1,1,2,1,3,3,4,3,4,27,2,1,1,1,2,3,2,3,2,4,4,2,3,1,2,4,1,2,3,5,5,5,5,4,3,3,2,2,3,3,1,3,2,1,3,2,3,3,1,2,1,2,3,2,2,2,3,3,4,4,3,2,4,3,3,3,2.85,4,6,2,2,1,2,1,2,2,5,5,6,7,6,5.8,5,1,5,1,2,4,1,1,3,3,4,2,4,4,6,4,7,4,2,1,5,3,2,7,5,6,6,1,1,6,1,1,2,2,5,7,3,7,6,7,7,7,7,6,7,4.25,5.25,6.5,4.75,1.75
"DmdAQMAibuCqOJ0","Post","2020-04-20 12:45:47","2020-04-20 12:59:39",3,1,1,3,1,3,2,1,1,1,3,2,2,1,2,2,2,0,3,9,3,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,4,1,5,4,2,NA,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,6,1,6,6,1,7,1,1,1,1,5,1,1,1,6,6,2.33333333333333,6,1,1,1,1,3,1,6,3,2,6,6,2,1,2,5,2,2,2.1,1,1,1,4,1,1,1,4,1,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,2,4,5,1,4,4,3,3,4,1,1,4,5,4,4,1,5,5,5,4,5,5,5,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,3,1,1,1,1,1,1,1,1,1,2,1.05,7,1,5,6,7,7,6,7,6.42857142857143,6,7,7,6,6,6.4,5,1,7,1,1,6,1,1,3,1,2,1.375,1,2,1,5,6,4,1,1,5,3,6,3,7,2,1,1,1,6,6,6,5,5,2,3,5,4,2,7,7,2,2,1.75,3.75,6,4.25,2.75,5.125,-2.375
"qpBXcG5FuSqIzxo","Post","2020-04-23 22:44:17","2020-04-23 23:03:31",2,2,1,3,1,3,2,1,2,1,3,2,2,1,2,2,2,0,5,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,6,1,7,7,1,7,1,1,1,1,7,1,1,1,6,6.33333333333333,3,7,1,1,1,1,5,4,6,1,1,6,1,7,1,2,7,2,7,3.7,2,1,2,4,1,1,1,3,1,1,2,4,2,2,1,2,1,1,1,3,1,2,1,3,10,5,2,1,5,1,1,5,5,5,4,5,4,3,2,1,5,5,5,5,4,5,4,1,1,3,1,4,3,2,1,2,1,1,4,1,4,4,1,2,1,4,4,2,3,3,3,1,2,3,1,1,1,1,1,2,2,1.5,6,1,4,5,7,7,7,7,6.14285714285714,7,7,7,7,3,6.2,5,1,6,1,1,6,4,6,3,2,2,2.5,4,4,6,4,7,5,1,1,5,3,6,7,6,7,4,1,1,7,1,1,7,7,1,7,7,7,2,7,7,7,7,3.5,7,6.75,7,5.25,6.875,-1.625
"lvEInw8nFNVGX0J","Post","2020-04-22 13:38:17","2020-04-22 14:07:19",2,2,1,2,2,2,3,1,3,1,2,1,2,1,1,2,3,1,8,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"14.04.2020",1,2,NA,3,2,NA,2,1,3,3,2,NA,2,1,3,4,2,NA,2,1,4,4,1,1,4,5,7,3,7,3,7,7,7,7,5,6,1,1,6,5.66666666666667,5.66666666666667,3.33333333333333,6.66666666666667,1,5,3,3,5,3,6,3,4,3,5,3,5,2,4,5,3.8,1,1,1,4,4,3,3,4,1,4,4,2,3,3,3,2,2,3,1,1,1,1,3,3,26,1,5,5,1,5,4,1,2,4,1,4,1,2,5,2,3,3,1,4,1,1,1,5,5,4,2,1,1,4,3,1,3,4,1,4,2,2,4,2,3,1,2,4,1,2,2,4,4,4,4,3,3,4,3,3,3,3.35,1,7,1,2,1,4,2,1,1.71428571428571,1,1,2,5,1,2,6,2,6,3,2,2,2,4,2,2,6,2.875,1,1,2,2,5,4,2,2,5,3,7,7,6,6,5,3,2,7,5,2,1,2,5,6,1,6,1,5,6,3,6,3.5,6,3.5,5.25,4.75,4.375,0.375
"TaujogfbhX9fyrZ","Post","2020-04-21 17:18:25","2020-04-21 17:29:11",2,1,1,2,1,2,1,1,2,1,3,2,2,2,2,2,2,1,3,6,3,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,6,1,5,4,2,NA,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,3,4,4,3,3,3,2,1,1,3,1,1,2,4,3.66666666666667,3,3.66666666666667,2,1.66666666666667,1.33333333333333,2,5,5,4,2,4,5,2,4,1,4,6,3,6,4,1,1,2,2,2,1,3,1,1,1,3,2,2,1,1,2,1,2,1,2,3,4,3,3,18,2,1,1,1,4,3,1,3,4,4,4,3,1,1,3,3,3,3,4,5,5,5,5,5,5,2,2,2,3,3,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,2,3,3,3,3,3,2,3,3,3,3,2.7,5,4,3,3,4,3,3,4,3.57142857142857,6,6,5,6,6,5.8,6,1,5,1,1,5,1,4,2,3,3,2,1,3,7,3,5,3,1,1,4,2,5,5,4,1,5,1,1,5,1,1,2,2,4,7,3,4,3,7,7,7,7,4.75,6.5,4,3,5.625,3.5,2.125
"SNE54WNT12yWgPe","Post","2020-04-22 12:04:40","2020-04-22 12:18:46",3,2,1,NA,1,3,1,1,2,1,NA,3,3,1,2,1,2,0,3,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,3,1,4,4,2,NA,3,1,3,6,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,6,2,2,4,4,4,6,5,5,4,3,2,3,5,4,1,2,4,4,4.66666666666667,5.66666666666667,3.66666666666667,1.66666666666667,2.33333333333333,2,3,3,6,5,3,3,3,5,2,2,3,5,5,3.3,1,1,2,4,1,2,2,1,1,1,2,2,1,1,2,3,1,1,1,2,1,4,3,2,12,2,2,2,2,2,4,2,4,4,3,3,2,2,2,3,4,3,3,4,4,4,4,4,4,4,2,3,3,2,2,2,2,1,2,2,3,3,1,1,1,3,3,2,2,3,2,2,2,3,3,2,2,2,2,2,3,1.95,4,4,2,5,3,5,5,4,4,6,7,6,6,5,6,3,4,2,2,2,4,4,5,5,6,4,4,1,1,4,4,7,4,2,2,4,3,6,5,5,5,5,3,2,6,5,3,4,4,2,5,5,4,2,5,6,3,5,3,5,5,4.75,4,4.875,-0.875
"2SQQHJQsSLTTKyW","Post","2020-04-22 12:50:47","2020-04-22 13:11:53",3,1,1,3,1,3,1,1,1,1,3,3,3,1,3,1,1,0,0,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"Grundschule nur 4.Klasse ab 27.4.2020",5,1,4,4,2,NA,5,1,5,4,2,NA,5,1,4,NA,NA,NA,NA,NA,NA,7,1,1,6,4,4,6,4,6,1,1,1,1,5,1,1,1,5,5,4.33333333333333,6.33333333333333,1,1,1,1,4,1,6,5,1,7,5,4,1,2,3,1,3,2.1,1,1,1,4,2,1,2,3,1,1,1,3,1,1,1,3,1,1,1,2,1,2,2,2,6,4,1,1,3,2,1,4,4,2,4,3,4,2,1,3,5,3,4,4,5,5,5,3,2,4,2,2,2,1,1,2,1,2,2,1,3,3,1,1,1,3,3,2,1,3,2,3,3,3,3,2,2,2,2,2,3,1.85,5,3,4,4,5,5,4,5,4.57142857142857,6,5,6,6,7,6,7,1,4,1,1,7,1,3,1,4,1,1.625,5,4,6,6,3,5,1,1,5,2,3,5,6,6,1,1,1,6,1,3,6,6,1,5,6,6,5,7,7,7,5,3.5,5.5,6.25,6,4.5,6.125,-1.625
"BBTamOceq8ajyz1","Post","2020-04-22 23:45:37","2020-04-22 23:53:48",2,1,1,2,1,3,1,1,2,1,3,2,3,1,2,1,2,0,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"27.04.2020",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,3,6,6,6,6,6,5,4,2,2,5,5,2,2,5,4.66666666666667,5.66666666666667,5.66666666666667,4.66666666666667,2,1.66666666666667,6,6,6,5,4,3,5,5,3,3,3,4,3,3,4,1,1,1,4,2,1,2,4,1,1,1,3,2,1,1,3,1,1,1,1,1,1,2,2,5,4,2,1,2,2,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sf1EHPb9K0LkxQU","Post","2020-04-23 20:49:26","2020-04-23 21:09:48",2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,0,4,4,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,2,3,3,2,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,5,6,6,7,7,7,2,4,1,2,7,3,1,2,5,5.33333333333333,6.66666666666667,7,3,1.33333333333333,1.33333333333333,3,2,2,6,4,3,6,6,3,3,2,4,2,2,2.6,1,1,1,4,2,1,2,3,1,1,2,4,1,1,1,4,1,1,1,2,1,2,1,1,5,4,2,2,2,2,3,3,4,4,4,3,4,2,2,3,4,4,5,3,4,4,4,4,3,4,3,3,4,2,1,3,1,1,2,1,4,4,1,1,2,3,3,1,2,3,3,2,1,2,3,1,1,2,2,2,2,1.55,6,4,4,6,5,6,6,4,5.28571428571429,6,6,6,7,6,6.2,6,2,4,1,1,5,1,4,2,4,3,2.25,3,3,5,4,3,4,2,2,4,2,6,6,6,4,4,3,1,5,3,4,4,3,3,5,5,6,2,5,7,5,4,3.5,5,5.5,4.5,4.25,5,-0.75
"iarLoot9p9Nyo2S","Post","2020-04-22 13:59:35","2020-04-22 14:21:02",3,2,1,3,2,2,2,2,3,3,3,2,2,2,1,2,3,5,7,8,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,6,2,1,3,2,NA,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,2,5,3,5,5,6,7,6,6,3,3,5,6,6,3,2.66666666666667,4.33333333333333,5.66666666666667,6,6,3.33333333333333,3,7,7,2,5,5,5,5,3,2,6,3,3,3,4.2,2,1,1,1,2,2,3,1,2,2,3,2,1,2,1,2,2,3,3,2,4,4,3,3,26,4,1,2,2,2,4,2,5,4,4,4,5,1,2,4,4,5,3,4,5,4,4,4,4,5,2,3,2,4,3,1,3,3,1,2,2,1,3,2,3,2,2,2,4,2,2,2,3,4,4,3,4,3,3,3,3,3.05,3,6,1,3,4,5,3,2,3,5,5,4,7,4,5,5,5,4,3,2,6,2,5,3,4,2,3.25,5,5,6,5,6,5,1,2,5,3,3,7,5,6,5,2,2,6,1,1,2,2,5,7,3,6,5,6,6,7,7,5.5,6.75,4,5,6.125,4.5,1.625
"X740z1TbjhdTJrg","Post","2020-04-24 12:14:48","2020-04-24 12:26:14",2,1,2,3,1,3,2,1,1,1,3,3,2,2,2,2,2,2,3,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,5,1,2,NA,3,2,5,3,2,NA,2,1,4,NA,NA,NA,NA,NA,NA,6,1,3,4,1,6,6,1,6,6,1,1,2,1,1,2,1,4,4.66666666666667,1,6,2.66666666666667,2,1.33333333333333,3,7,7,3,2,7,6,4,5,5,5,6,2,4,5.1,3,1,2,3,2,2,4,3,1,2,1,3,1,1,1,2,2,1,1,2,2,2,2,3,16,4,2,1,5,2,2,3,4,4,4,4,4,4,2,3,4,2,4,4,4,5,4,1,3,2,2,3,3,3,2,2,2,2,1,3,3,3,2,1,1,3,3,2,3,3,2,2,2,3,4,2,2,2,2,2,3,2.25,5,5,3,3,5,5,5,3,4.14285714285714,5,6,6,7,7,6.2,5,1,7,1,6,3,3,1,3,1,5,2.625,3,2,6,6,6,2,2,4,4,4,3,6,3,3,6,2,5,3,2,1,3,2,5,7,3,5,5,6,3,6,7,5.5,6.5,3,3.25,6,3.125,2.875
