ID,TIMESTAMP,Extraversion,Agreeableness,Conscientiousness,EmotionalStability,Creativity
533,1330608903,3.5,5,5,4.5,3.5
533,1330621816,4,5,5.5,5.5,5
533,1330708281,4,3,5.5,6,4.5
533,1330945708,4,5.5,5.5,6,5
533,1330967738,3.5,5.5,5.5,6,4.5
533,1331032438,4,4,5,5.5,3.5
533,1331046836,4,4.5,5.5,5.5,5
533,1331055527,3.5,5.5,5.5,5.5,5.5
533,1331132122,2.5,5.5,5,5.5,4.5
533,1331143185,4,4.5,5,3.5,5
533,1331219840,4.5,4.5,5,5.5,4
533,1331228749,4,5.5,6,5.5,5.5
540,1327918437,4,4.5,5,5,4
540,1327929873,3.5,4.5,4.5,5.5,4.5
540,1327942317,3.5,4.5,4.5,5,4
540,1328004106,2.5,4,5,5,4
540,1328020330,3.5,4.5,5,5.5,3.5
540,1328029564,3.5,4.5,5.5,5.5,4.5
540,1328094378,4,5,5,5.5,4.5
540,1328102060,5,4.5,4.5,5.5,3.5
540,1328112214,2.5,5,5.5,5.5,2.5
540,1328177424,3.5,5,5.5,5.5,4.5
540,1328189286,3,5,5,5,3.5
540,1328200460,4,5,5,5.5,4.5
540,1328264939,3.5,4.5,5.5,5,3.5
540,1328277482,3,4.5,5.5,5,3.5
540,1328285412,2.5,5,5.5,5.5,3.5
540,1328534532,4,5,5,5.5,4
540,1328544786,4,4.5,5.5,5.5,3.5
540,1328617295,4,4.5,5,5.5,4.5
540,1328621096,3,4.5,5.5,5.5,4
540,1328630525,3,5,4,6,3.5
540,1328696764,4,4.5,5,5.5,3.5
540,1328706134,4,4.5,5,5.5,3
540,1328718920,3,5.5,4.5,5.5,3.5
540,1328782686,4,5.5,5.5,5.5,4
540,1328793263,3.5,4.5,5,5.5,3.5
540,1328805283,3.5,4,5.5,5.5,4
540,1328869079,4,5,5.5,5.5,3.5
540,1329130060,3.5,5,5.5,5.5,4
540,1329140081,4,5,5.5,5.5,4
540,1329222385,3,4.5,4,5.5,4.5
540,1329235724,4,4.5,5.5,5,4
540,1329300721,4,5,5.5,5.5,3.5
540,1329314593,4,4.5,5,5.5,3.5
540,1329321747,4,5,5.5,5.5,3.5
540,1329394182,4.5,5,5.5,5.5,4.5
540,1329404523,4,5,5,5.5,4
540,1329410835,4,5,5.5,5.5,4.5
540,1329476359,4,5,5.5,5,4.5
540,1329497475,3.5,5,5.5,5.5,4
540,1329733123,3,5,5.5,5.5,3.5
540,1329748047,3,5,5.5,5.5,3.5
540,1329840077,3.5,5,5.5,5,3
540,1329907484,6,4.5,5,5.5,5
540,1329915645,5,4.5,5,5,5
540,1329930548,3.5,5,5,5.5,4
540,1330008592,4,4.5,5,5.5,4
540,1330092931,4,4.5,5.5,5.5,4.5
540,1330527656,3.5,5,5,5,5
540,1330960871,4.5,4,5.5,5.5,4
540,1331044611,3.5,5,5.5,5,4
540,1331291592,2.5,5.5,5,4,2.5
540,1331306010,2.5,5,5,5.5,3.5
540,1331309137,3,4.5,4.5,5.5,2.5
508,1327928487,5,5,4,6,4.5
508,1327939371,3.5,5,5,5.5,5
508,1328092056,5.5,4,5.5,5.5,4.5
508,1328178537,2.5,4,4.5,4,4
508,1328189352,5,5,4.5,3.5,5.5
508,1328199332,3.5,4,5,2.5,5.5
508,1328265137,2.5,5,5,4.5,3
508,1329127520,4,5.5,5,5.5,5
508,1329139379,4.5,4.5,4.5,3.5,4.5
508,1329217095,3,4,3.5,5,4.5
508,1329225131,3.5,5,3.5,4.5,4
508,1329302901,4,2.5,5,5,5
508,1329310837,3.5,3.5,4,3.5,4
508,1329388371,4,3,3.5,4.5,4.5
508,1329398005,4.5,5,3.5,3,3.5
508,1329408585,5,3.5,4,3,3.5
508,1329475033,5,4,5,4.5,3.5
508,1329487118,3,4,3.5,4,4.5
508,1329495432,3,4,4,3.5,4.5
508,1329735030,6,5.5,6,5,6
508,1329745740,6,5.5,3,4.5,6
508,1329754264,5,3.5,2.5,5,5
508,1329819753,3,3.5,6,3.5,5
508,1329832395,4,4,2,3,5
508,1329842434,5.5,4,4,5,3.5
508,1329906743,4.5,4,4,3.5,5
508,1329992639,4,4.5,3.5,3.5,5
508,1330008438,3.5,3.5,3,5.5,3.5
508,1330021666,3.5,4,4.5,3.5,5.5
508,1330077953,2.5,4,3.5,3,4
508,1330089462,2.5,3,3.5,4,4
508,1330106511,4.5,4.5,5,4.5,5
508,1330338105,3.5,5,4,4,4
508,1330349650,4.5,4.5,2.5,5,4.5
508,1330361932,5.5,5,3.5,4.5,5.5
508,1330426521,3,2.5,3.5,5,3
508,1330440036,4.5,2.5,3,3,6
508,1330522284,6,3.5,3.5,4,6
508,1330534615,4.5,3,4.5,4.5,5
508,1330693714,4.5,4,3,5.5,3.5
508,1330944754,6,3.5,5,6,4
508,1330956255,4,3.5,4,5.5,3.5
508,1330964829,4.5,3,3.5,5.5,3.5
508,1331039916,6,3.5,2.5,4.5,6
508,1331125367,2,3.5,3,4,2.5
508,1331212258,3.5,4,2.5,5,6
508,1331224729,2.5,5.5,5.5,6,4
508,1331298687,4,3.5,3.5,4.5,5.5
508,1331316972,3.5,4,2.5,3,4.5
516,1327917867,4,5.5,5.5,6.5,3.5
516,1327928554,2.5,5,4,6.5,3.5
516,1327939339,5,5.5,5.5,6.5,3
516,1328004209,4,5.5,5.5,6.5,3.5
516,1328017512,6,5,5.5,6,3.5
516,1328026273,2.5,4.5,5.5,6,4
516,1328093347,5,5,6,6.5,4.5
516,1328112928,2.5,5,4.5,6,4
516,1328177097,2.5,5.5,4.5,6.5,3.5
516,1328190894,4.5,3,4.5,5.5,4
516,1328200046,3.5,5.5,5.5,6,4
516,1328264116,3,5.5,5,5,3.5
516,1328284886,2.5,5.5,4,6,4
516,1328523580,3,5.5,5.5,6.5,4.5
516,1328534193,2.5,5.5,4,6,3.5
516,1328544179,2.5,5.5,5,6.5,4
516,1328610288,2.5,5.5,5.5,6.5,4
516,1328623414,5,5.5,5,6,4.5
516,1328632137,3,5.5,6.5,6.5,3
516,1328696860,2.5,5.5,6,6.5,3
516,1328707452,2,5.5,6,6.5,3
516,1328717344,3.5,5.5,6,6.5,4
516,1328782225,2.5,5.5,6,6.5,3.5
516,1328795963,5,4.5,5.5,6,4
516,1328804080,2.5,5.5,6,6.5,3
516,1328870323,6,4.5,6,5.5,4.5
516,1328880624,5.5,4.5,5.5,6,5
516,1328890454,2.5,5.5,6,6.5,3
516,1329130156,5.5,5.5,5.5,6,4
516,1329149866,5.5,5.5,6,6,4.5
516,1329216401,5.5,6,4.5,6,5
516,1329227111,6,6,5.5,6,5
516,1329236972,5,6,5.5,6,4
516,1329302210,2.5,6,5.5,6.5,4.5
516,1329322288,2.5,5.5,5.5,6,4
516,1329390149,5,6,5.5,6,5
516,1329397458,4.5,6,5.5,5,4
516,1329408087,2.5,4.5,3,6,3.5
516,1329477959,6.5,3.5,5.5,6.5,5
516,1329483756,2.5,5.5,5,6.5,4
516,1329495582,2,5.5,6,6.5,5.5
516,1329735691,5,4,6,6.5,4
516,1329743165,3,5.5,5.5,6.5,3.5
516,1329760037,2.5,5.5,6,6.5,3.5
516,1329820936,2,5,6,6.5,3.5
516,1329830477,2,5.5,3.5,6,3.5
516,1329842724,4.5,5,5,6.5,3.5
516,1329905384,2.5,5.5,6,6,5
516,1329917832,3,5.5,4.5,4.5,4
516,1329995398,5,5,5.5,6,5
516,1330007816,5.5,5.5,6,6,5
516,1330013346,5,5,6,6,4.5
516,1330078649,3,5.5,6,6.5,3.5
516,1330089892,3,5.5,6.5,6.5,4
516,1330100212,3,5.5,6,6.5,4
516,1330337169,3,5.5,6,6.5,3
516,1330348425,3,4,5,6,3.5
516,1330363605,4.5,5.5,5.5,6,4.5
516,1330423365,5.5,6,5.5,6,5
516,1330436890,5.5,5.5,4,6,4.5
516,1330446985,2.5,5.5,5.5,6.5,4
516,1330511561,2.5,5.5,5.5,6.5,3.5
516,1330524707,4.5,3.5,5.5,5,4.5
516,1330533002,3,5.5,5.5,6,3.5
516,1330596242,6,6,5,6,5
516,1330613625,3,5.5,5,6,4
516,1330621781,5,5.5,5.5,6,4
516,1330700691,3,5.5,6,6.5,3.5
516,1330705443,5.5,6.5,5.5,6,6
516,1330712604,3,5.5,5.5,6,3.5
516,1330942405,5.5,6,5.5,6,4.5
516,1330954109,3,5.5,5,6,4.5
516,1330963581,5.5,6,5.5,6,5
516,1331035599,2.5,4.5,4.5,6,4.5
516,1331041826,5.5,5.5,5,6,4.5
516,1331050147,3,5.5,5,6,4
516,1331116652,2.5,5.5,6,6,4
516,1331125684,4,4.5,4,6,4
516,1331136509,3,5.5,5,6,4.5
516,1331201359,3.5,5.5,5,6,3.5
516,1331219517,5,5.5,5.5,6,4
516,1331222657,4,5.5,5,4,4
516,1331290006,5.5,6,4.5,6,5
516,1331302554,4,3,4.5,5,3
516,1331312764,5.5,6,5.5,6,5
517,1327918235,2,4,5,6,2.5
517,1327929506,4.5,5,5,5.5,4
517,1327939787,4,5,5.5,5,5
517,1328004177,4.5,5,5.5,3.5,5
517,1328015271,4.5,5.5,5.5,5,3.5
517,1328031399,4.5,4.5,4.5,5,5
517,1329128240,3,5,4.5,5,3.5
517,1329141014,3,5,5.5,5.5,4
517,1329149032,2.5,5,6,6,5
517,1329218532,3,4,4.5,5.5,5
517,1329226146,3,3,6,3,3.5
517,1329239511,5.5,5,5.5,5,5.5
517,1329302474,4.5,4.5,5.5,5.5,4.5
517,1329311741,3,3,4.5,3.5,3.5
517,1329325671,3.5,4.5,5,3.5,6
517,1329390254,5,5,5.5,3.5,5
517,1329398695,3.5,5,5.5,4,5
517,1329408736,3,4.5,5,3.5,5
517,1329486174,5.5,5,5,5.5,5
517,1329495757,3.5,4.5,5.5,3.5,4.5
517,1329732851,3,4.5,5,4,4.5
517,1329744120,5.5,5,6,4,5
517,1329754338,3.5,4.5,4.5,5,4
517,1329818736,3.5,5,6,5,5
517,1329831243,3,4,4.5,4,3
517,1329843396,3.5,5,5.5,5,5
517,1329905930,4.5,4.5,5.5,3.5,3.5
517,1329918093,3,5,5.5,3.5,4.5
517,1329993438,4,5,5.5,5,4.5
517,1330337594,4.5,5,6,5,5
517,1330348332,3.5,5,5,5,4
517,1330360161,4.5,4.5,6,5,5
517,1330423716,3.5,4.5,5.5,4,5
517,1330434228,3,5,5.5,5.5,4.5
517,1330444902,3.5,4.5,5.5,4,5
517,1330525530,3.5,5.5,5,5.5,4.5
517,1330533598,4.5,4.5,5,3.5,5
517,1330598015,3,3.5,6,5.5,5
517,1330608650,3.5,5,6,5,4.5
517,1330619796,3.5,5,6,6,4.5
517,1330697458,3.5,5.5,6,6,5
517,1330943773,3.5,5.5,5.5,5,5
517,1330957422,3,4.5,5,4,3.5
517,1330965659,3,4.5,5.5,5.5,4.5
517,1331028151,3,4.5,5.5,3.5,4
517,1331039034,4.5,5.5,5,5.5,4.5
517,1331052063,3,4.5,6,3.5,4.5
517,1331122540,5.5,5,5.5,5,5
517,1331125472,5,5,6,5,4.5
517,1331141706,4,5,5.5,4.5,5
517,1331204409,3.5,5,5,5.5,4
517,1331211942,5,5,6,5.5,5
517,1331224289,3,5,5,4,5
517,1331290780,4.5,5,6,5.5,3
517,1331300382,3,5,6,5,5
517,1331312164,3.5,4.5,3.5,5.5,3
518,1327917655,2,5.5,6,5,3
518,1327928433,3,5.5,6,6.5,3.5
518,1327939294,3.5,5.5,5.5,6,3.5
518,1328004795,3.5,5.5,6.5,6.5,3.5
518,1328026319,3.5,5.5,5.5,6,3.5
518,1328090523,3.5,5.5,6.5,6.5,4
518,1328101625,3.5,5,5.5,6.5,3.5
518,1328112078,2.5,4,6.5,5,4
518,1328178507,3,5.5,6.5,6,3.5
518,1328198937,3,5.5,5.5,6,4
518,1328264442,3.5,5.5,6.5,6.5,4
518,1328284902,3,5.5,5.5,6.5,4
518,1328695233,2,5.5,6,6,4
518,1328717209,3,5.5,5.5,6,4
518,1328783080,2.5,5.5,6,6,3.5
518,1328804341,3,5.5,6,6.5,3.5
518,1328872181,4,5.5,6.5,6.5,4.5
518,1328886235,3.5,5.5,6,6,4
518,1328890571,4.5,5.5,6,6,4.5
518,1329128777,3.5,5.5,5.5,6,4.5
518,1329138339,4,5.5,5.5,6,4.5
518,1329149910,5,5.5,6,6.5,4.5
518,1329214540,2.5,5.5,6,6,4
518,1329235280,3,5.5,6,6,4
518,1329302351,4.5,5.5,6,6,5.5
518,1329322397,4,5.5,6,5.5,4.5
518,1329386443,3,5.5,6,6,4
518,1329411599,5,5.5,6,6,4
518,1329472989,3.5,5.5,6,6,4
518,1329495268,3.5,5.5,6,6,4
518,1329732630,3.5,5.5,6,6,4
518,1329754500,4,5.5,6,6,4.5
518,1329818665,4.5,5.5,6,6,4
518,1329840277,4.5,5.5,6,6,4.5
518,1329904902,2.5,5.5,6.5,6,4
518,1329926939,3.5,5.5,6,6,4
518,1330007875,6,5.5,6,6,4.5
518,1330013865,4,5,5.5,4.5,3.5
518,1330080347,4.5,5.5,6,6,4
518,1330099874,4,5.5,6,6,3.5
518,1330336821,3.5,5.5,6,6,4
518,1330358571,3,5.5,6,6,3.5
518,1330423473,4,5.5,6,6,4
518,1330445800,4,5.5,6,6,4.5
518,1330509932,4,5,5.5,4.5,3.5
518,1330521262,3.5,5.5,6,6,4
518,1330531443,3.5,5.5,6,6,4.5
518,1330596069,3,5.5,6,6,4
518,1330606857,3.5,5.5,6,5.5,4
518,1330617734,4.5,5.5,6,6,4.5
518,1330695241,3.5,5.5,5.5,6.5,3
518,1330704833,2,5.5,6.5,6.5,5
518,1330943098,3.5,5.5,6,6,4
518,1331033238,5,5.5,6,6,4
518,1331050262,4,5.5,6,6,4.5
509,1327918076,6.5,5.5,5.5,5.5,6
509,1327939737,4.5,5.5,5.5,5.5,4.5
509,1328004016,6.5,6,5.5,5.5,6.5
509,1328015668,5.5,3.5,4.5,5,3.5
509,1328026710,6,5.5,5.5,6.5,5
509,1328179465,3.5,5,5,5.5,4.5
509,1328189462,2.5,5.5,4,7,4
509,1328198647,6,4,6,5.5,6
509,1328263226,6,6,6.5,5.5,4.5
509,1328275270,2,6,5.5,6.5,4
509,1328522641,1.5,4,4,6,2
509,1328534114,2.5,6.5,6,5.5,3.5
509,1328544031,1,4,2,6,1
509,1328630580,1,4,4,7,1
509,1328698100,1,4,5.5,7,1.5
509,1328707841,1,4,4,7,1
509,1328717369,1,4,4,6.5,1.5
509,1328869397,1,4,6.5,7,2
509,1328878828,1,4,7,7,2.5
509,1329127774,1,4,6.5,7,4
509,1329139835,7,7,7,6,5.5
509,1329216185,1,6,6.5,6.5,4
509,1329227737,4,6,6.5,6.5,4.5
509,1329305674,6.5,5.5,7,6,7
509,1329311527,5,4,5.5,5,2.5
509,1329321728,2.5,5.5,6,7,4
509,1329387133,4,5.5,5.5,5.5,4
509,1329473156,5.5,3,7,5.5,4.5
509,1329483639,1,4,4,6.5,1
509,1329735680,1.5,4,6,6,3
509,1329819974,2.5,4,6.5,6,1
509,1329842093,5,5.5,5.5,6.5,5.5
509,1329907941,3.5,4.5,6,3.5,4.5
509,1329920970,2,5.5,5.5,5.5,4
509,1329930248,6.5,6.5,5,5.5,5
509,1329992718,1,4,7,6,4.5
509,1330009290,1.5,4,4,6,2.5
509,1330014541,2.5,4,6.5,5.5,4.5
509,1330338276,2.5,5,5.5,6,4
509,1330354538,3.5,4,5.5,6,3.5
509,1330359652,1.5,4,5.5,5.5,2.5
509,1330425921,2,5.5,5.5,6,3
509,1330435653,4.5,6.5,5.5,6,4.5
509,1330445165,5,6,6,5.5,5
509,1330513845,3,5,5.5,5.5,4
509,1330599146,5,5.5,6,6,5.5
509,1330610369,1,5.5,7,5.5,4.5
509,1330619240,1,4,5.5,5.5,4
509,1330693802,3.5,5.5,5.5,5,3.5
509,1330704767,3,3.5,4,5.5,2.5
509,1330951061,3.5,5.5,5.5,5.5,4
509,1330955113,3,4,5,5.5,4
509,1331018309,6.5,5.5,6,5.5,6
509,1331031825,6,6,6,6,7
509,1331047688,2,6,6,6.5,4
509,1331201970,3,5.5,6,6,3.5
519,1327920860,6,5,6,6,5
519,1327928903,6,5,6,6,5
519,1327939954,4,5.5,6.5,6.5,5
519,1328011063,4,6,6,6.5,4.5
519,1328019068,4.5,5.5,6.5,6.5,5
519,1328027371,4,5.5,6.5,6.5,3.5
519,1328181917,5.5,5.5,6.5,3.5,5
519,1328190640,4.5,4.5,6.5,3,5
519,1328199186,3,5.5,6.5,3,4.5
519,1328264767,4,5.5,6.5,4,4
519,1328275030,3.5,5.5,6,3,4
519,1328284986,3.5,5,6.5,5,4
519,1328524649,6.5,6.5,6,6.5,6
519,1328537438,6,6.5,6.5,6,5.5
519,1328547576,5,6.5,6.5,6.5,5
519,1328871306,6,5,6.5,6.5,5
519,1328881069,6,6,6.5,6,5.5
519,1328889805,6,5,6,6,5.5
519,1329130707,5.5,5.5,6.5,6.5,6
519,1329138338,4.5,5.5,6.5,6.5,4.5
519,1329148914,3.5,5.5,6.5,6.5,4.5
519,1329215372,4,3.5,6.5,6,4.5
519,1329230068,5.5,6,6.5,6,4.5
519,1329236210,3,5.5,6.5,6.5,5
519,1329306583,6,5.5,6.5,3,4.5
519,1329316068,3,5.5,5,6.5,3
519,1329326313,5.5,3.5,6,4,4.5
519,1329390176,4,5.5,6.5,6.5,6
519,1329399941,5.5,5.5,6.5,6.5,5
519,1329410517,5.5,6.5,6.5,6.5,6.5
519,1329475109,4,5.5,6.5,6.5,5
519,1329738245,5.5,4,6.5,6.5,5
519,1329746774,4,6.5,6.5,6.5,6.5
519,1329754554,3,5.5,6.5,6.5,4.5
519,1329822173,5.5,5.5,6.5,6,4.5
519,1329829267,4,5.5,6.5,6.5,5
519,1329994023,4,5.5,6.5,6.5,4.5
519,1330008397,4.5,5.5,6.5,6,5
519,1330015894,5,5.5,6.5,6.5,5
519,1330093704,4,6.5,6.5,6,5
519,1330101316,4.5,6.5,6.5,6.5,5
519,1330338828,4.5,6.5,6.5,3.5,5
519,1330355073,5,4,5,6,4
519,1330364375,1.5,2.5,5.5,2.5,5
519,1330425322,5,4.5,6.5,6,4.5
519,1330437346,6.5,6.5,6.5,6.5,6.5
519,1330448167,3,3,5,5,4.5
519,1330599655,4,6.5,6.5,5.5,5
519,1330611549,6,5.5,6.5,6.5,5
519,1330619149,4.5,6.5,6.5,6.5,5
519,1330695245,4,5.5,6.5,6.5,4
519,1330707850,4.5,6.5,6.5,6.5,5
519,1330944263,4.5,6.5,6.5,6.5,4.5
519,1330959891,5,6.5,6.5,6.5,5
519,1330971031,6,6.5,6.5,6.5,4.5
519,1331034827,6,6.5,6.5,6.5,6.5
519,1331043897,4.5,5.5,6.5,6.5,5
519,1331050140,4,6.5,6.5,6.5,5
519,1331203189,4.5,6.5,6.5,6.5,5
519,1331213841,4.5,6.5,6.5,6.5,5
519,1331222427,5,6.5,6.5,6.5,5
519,1331291179,5.5,6.5,6.5,6.5,5
519,1331298267,4.5,6,6.5,6,5
519,1331308833,5,6.5,6.5,6.5,5
520,1327917767,2,5.5,6.5,7,3.5
520,1327930637,5,5.5,6,6.5,4
520,1327939394,1.5,5.5,7,7,3
520,1328008952,3.5,4,6.5,6.5,3.5
520,1328014968,5.5,4,6,6.5,4
520,1328025814,2.5,5.5,6.5,6.5,4.5
520,1328091750,2,5.5,6.5,6.5,4
520,1328103752,3.5,4,6.5,6,3.5
520,1328113191,5.5,5.5,6.5,6.5,5
520,1328177313,2.5,5.5,6.5,6.5,5
520,1328187889,2,5.5,6.5,6.5,4.5
520,1328264656,2,5.5,6.5,6,3.5
520,1328274795,4.5,5.5,6,6.5,5
520,1328525429,2.5,5.5,6.5,6.5,3.5
520,1328533951,2.5,5.5,6.5,6.5,4
520,1328545713,5,6.5,6.5,6.5,4.5
520,1328608863,5,5.5,6.5,6.5,3.5
520,1328619793,5.5,5.5,6.5,6.5,4.5
520,1328632503,2.5,5.5,6.5,6.5,4.5
520,1328695483,3.5,5.5,6.5,6.5,4.5
520,1328706528,2.5,5.5,6.5,6.5,4
520,1328716986,3.5,4,6.5,6.5,4.5
520,1328782501,5,5,6,4.5,4.5
520,1328795954,4.5,5.5,6.5,6,4.5
520,1328871443,3.5,4,4,6,3
520,1328882158,5,5.5,6.5,5.5,3.5
520,1329128419,2.5,5.5,6.5,6.5,4
520,1329138985,3,5.5,6.5,6.5,4
520,1329149410,4.5,5.5,6,6.5,3.5
520,1329217361,4.5,5.5,6.5,6,4.5
520,1329302863,4.5,5.5,6.5,6.5,4
520,1329311502,2.5,5.5,6.5,6.5,5
520,1329321913,2.5,5.5,6.5,6.5,3.5
520,1329392138,5,5.5,6.5,6.5,3.5
520,1329398204,2,5.5,4,6.5,3.5
520,1329409257,3,5.5,6.5,6.5,4
520,1329472969,3.5,5.5,6.5,6.5,4
520,1329484194,5,5.5,6.5,6.5,4.5
520,1329736982,3,5.5,6.5,6.5,4.5
520,1329744478,2,5.5,6.5,6.5,4.5
520,1329754785,4,5.5,6.5,6.5,3.5
520,1329818747,2,5.5,6.5,6.5,4
520,1329842650,5.5,5.5,6.5,6.5,4.5
520,1329904887,2,5.5,5.5,6.5,2
520,1329915667,3,5.5,6.5,6.5,4
520,1329927158,5.5,5.5,6.5,6.5,4
520,1329995580,4.5,5.5,6.5,6.5,4
520,1330080574,3,5.5,6.5,6.5,5
520,1330089755,2,5.5,6.5,6.5,4.5
520,1330336867,2,5.5,6,6.5,3
520,1330347793,1.5,5.5,5,6.5,2
520,1330358583,2,5.5,6.5,6.5,3.5
520,1330424076,2,5.5,5.5,6.5,4
520,1330434367,2,5.5,5.5,6.5,3.5
520,1330445061,2,5.5,3,6.5,3.5
520,1330509999,2,5.5,6,6.5,3.5
520,1330532055,2,5.5,6.5,6.5,2.5
520,1330596254,2,5.5,5.5,6.5,3
520,1330607686,2,5.5,6.5,6.5,4.5
520,1330941668,4,5,6.5,6.5,3
520,1330957433,5,4,6.5,6.5,4
520,1330963759,4,5.5,6.5,6.5,4.5
520,1331028228,2.5,5.5,6.5,6.5,3.5
520,1331039006,3,5.5,6.5,6.5,4
520,1331051564,3,5.5,6.5,6.5,4
520,1331116516,2,5.5,6.5,6.5,4.5
