uid,day,COVID-1,COVID-2,COVID-3,COVID-4,COVID-5,COVID-6,COVID-7,COVID-8,COVID-9,COVID-10
46b53cdf4d639d54e894d92b6dff817f,20201129,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20201201,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20201205,2.0,5.0,4.0,2.0,3.0,3.0,1.0,7.0,6.0,3.0
46b53cdf4d639d54e894d92b6dff817f,20201208,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20201211,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20201212,2.0,6.0,4.0,2.0,3.0,3.0,1.0,7.0,6.0,3.0
46b53cdf4d639d54e894d92b6dff817f,20201213,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20201219,2.0,4.0,4.0,2.0,4.0,4.0,1.0,7.0,6.0,3.0
46b53cdf4d639d54e894d92b6dff817f,20201220,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20201223,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210104,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210107,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210110,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210114,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210118,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210120,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210124,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210128,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210201,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210207,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210212,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210215,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210217,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210221,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210228,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210309,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210313,2.0,3.0,2.0,2.0,3.0,3.0,1.0,7.0,6.0,5.0
46b53cdf4d639d54e894d92b6dff817f,20210318,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210322,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210324,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210326,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210327,4.0,7.0,5.0,2.0,3.0,3.0,1.0,7.0,6.0,3.0
46b53cdf4d639d54e894d92b6dff817f,20210329,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210403,2.0,5.0,5.0,2.0,3.0,3.0,1.0,7.0,6.0,3.0
46b53cdf4d639d54e894d92b6dff817f,20210404,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210410,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210416,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210417,2.0,2.0,4.0,2.0,3.0,3.0,1.0,7.0,6.0,3.0
46b53cdf4d639d54e894d92b6dff817f,20210502,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210505,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210516,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210522,2.0,3.0,3.0,1.0,2.0,2.0,1.0,7.0,6.0,3.0
46b53cdf4d639d54e894d92b6dff817f,20210523,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210529,1.0,2.0,1.0,1.0,2.0,2.0,1.0,7.0,6.0,3.0
46b53cdf4d639d54e894d92b6dff817f,20210605,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,6.0,3.0
46b53cdf4d639d54e894d92b6dff817f,20210606,,,,,,,,,,
46b53cdf4d639d54e894d92b6dff817f,20210613,,,,,,,,,,
46562035189535f838d640973dbb222e,20200318,5.0,6.0,6.0,1.0,2.0,4.0,2.0,4.0,4.0,6.0
46562035189535f838d640973dbb222e,20200324,5.0,6.0,6.0,2.0,3.0,2.0,3.0,5.0,4.0,7.0
46562035189535f838d640973dbb222e,20200405,6.0,4.0,6.0,1.0,3.0,3.0,4.0,6.0,6.0,7.0
46562035189535f838d640973dbb222e,20200410,5.0,5.0,5.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0
46562035189535f838d640973dbb222e,20200415,7.0,5.0,5.0,1.0,2.0,3.0,3.0,5.0,4.0,4.0
46562035189535f838d640973dbb222e,20200422,4.0,5.0,5.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0
46562035189535f838d640973dbb222e,20200430,4.0,5.0,5.0,2.0,2.0,3.0,2.0,5.0,4.0,5.0
46562035189535f838d640973dbb222e,20200504,,,,,,,,,,
46562035189535f838d640973dbb222e,20200509,4.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20200510,,,,,,,,,,
46562035189535f838d640973dbb222e,20200513,,,,,,,,,,
46562035189535f838d640973dbb222e,20200515,,,,,,,,,,
46562035189535f838d640973dbb222e,20200516,5.0,5.0,5.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0
46562035189535f838d640973dbb222e,20200520,,,,,,,,,,
46562035189535f838d640973dbb222e,20200522,,,,,,,,,,
46562035189535f838d640973dbb222e,20200523,5.0,4.0,4.0,1.0,2.0,3.0,1.0,5.0,5.0,4.0
46562035189535f838d640973dbb222e,20200524,,,,,,,,,,
46562035189535f838d640973dbb222e,20200526,,,,,,,,,,
46562035189535f838d640973dbb222e,20200530,5.0,5.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,6.0
46562035189535f838d640973dbb222e,20200605,,,,,,,,,,
46562035189535f838d640973dbb222e,20200606,4.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20200612,,,,,,,,,,
46562035189535f838d640973dbb222e,20200613,4.0,5.0,5.0,1.0,2.0,3.0,2.0,5.0,5.0,3.0
46562035189535f838d640973dbb222e,20200616,,,,,,,,,,
46562035189535f838d640973dbb222e,20200620,4.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,5.0,4.0
46562035189535f838d640973dbb222e,20200627,4.0,4.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0
46562035189535f838d640973dbb222e,20200702,,,,,,,,,,
46562035189535f838d640973dbb222e,20200704,4.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20200711,4.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0
46562035189535f838d640973dbb222e,20200718,4.0,4.0,4.0,1.0,1.0,2.0,1.0,7.0,6.0,4.0
46562035189535f838d640973dbb222e,20200724,,,,,,,,,,
46562035189535f838d640973dbb222e,20200725,4.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20200728,,,,,,,,,,
46562035189535f838d640973dbb222e,20200801,4.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20200802,,,,,,,,,,
46562035189535f838d640973dbb222e,20200808,4.0,4.0,4.0,1.0,1.0,2.0,1.0,6.0,6.0,4.0
46562035189535f838d640973dbb222e,20200815,5.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20200821,,,,,,,,,,
46562035189535f838d640973dbb222e,20200822,4.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20200829,4.0,4.0,4.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0
46562035189535f838d640973dbb222e,20200905,4.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20200912,,,,,,,,,,
46562035189535f838d640973dbb222e,20200914,,,,,,,,,,
46562035189535f838d640973dbb222e,20200919,4.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20200922,,,,,,,,,,
46562035189535f838d640973dbb222e,20200926,4.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20210113,,,,,,,,,,
46562035189535f838d640973dbb222e,20210116,,,,,,,,,,
46562035189535f838d640973dbb222e,20210120,,,,,,,,,,
46562035189535f838d640973dbb222e,20210123,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20210124,,,,,,,,,,
46562035189535f838d640973dbb222e,20210128,,,,,,,,,,
46562035189535f838d640973dbb222e,20210203,,,,,,,,,,
46562035189535f838d640973dbb222e,20210212,,,,,,,,,,
46562035189535f838d640973dbb222e,20210215,,,,,,,,,,
46562035189535f838d640973dbb222e,20210221,,,,,,,,,,
46562035189535f838d640973dbb222e,20210227,5.0,6.0,6.0,1.0,4.0,4.0,2.0,4.0,5.0,4.0
46562035189535f838d640973dbb222e,20210303,,,,,,,,,,
46562035189535f838d640973dbb222e,20210306,4.0,4.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0
46562035189535f838d640973dbb222e,20210308,,,,,,,,,,
46562035189535f838d640973dbb222e,20210313,4.0,4.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0
46562035189535f838d640973dbb222e,20210320,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20210323,,,,,,,,,,
46562035189535f838d640973dbb222e,20210327,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
46562035189535f838d640973dbb222e,20210403,,,,,,,,,,
46562035189535f838d640973dbb222e,20210407,,,,,,,,,,
46562035189535f838d640973dbb222e,20210416,,,,,,,,,,
46562035189535f838d640973dbb222e,20210421,,,,,,,,,,
46562035189535f838d640973dbb222e,20210428,,,,,,,,,,
46562035189535f838d640973dbb222e,20210501,1.0,1.0,1.0,1.0,7.0,4.0,2.0,1.0,1.0,4.0
46562035189535f838d640973dbb222e,20210507,,,,,,,,,,
46562035189535f838d640973dbb222e,20210508,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20210509,,,,,,,,,,
46562035189535f838d640973dbb222e,20210517,,,,,,,,,,
46562035189535f838d640973dbb222e,20210526,,,,,,,,,,
46562035189535f838d640973dbb222e,20210529,,,,,,,,,,
46562035189535f838d640973dbb222e,20210602,,,,,,,,,,
46562035189535f838d640973dbb222e,20210603,,,,,,,,,,
46562035189535f838d640973dbb222e,20210605,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
46562035189535f838d640973dbb222e,20210612,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200320,6.0,7.0,7.0,2.0,5.0,6.0,4.0,4.0,5.0,6.0
993b20b5d910d05b5d79e0de71386a49,20200322,6.0,7.0,7.0,2.0,3.0,5.0,2.0,4.0,5.0,6.0
993b20b5d910d05b5d79e0de71386a49,20200329,6.0,7.0,7.0,4.0,4.0,6.0,2.0,4.0,4.0,6.0
993b20b5d910d05b5d79e0de71386a49,20200406,6.0,7.0,7.0,4.0,4.0,6.0,1.0,4.0,5.0,6.0
993b20b5d910d05b5d79e0de71386a49,20200415,5.0,7.0,7.0,4.0,4.0,6.0,1.0,4.0,4.0,7.0
993b20b5d910d05b5d79e0de71386a49,20200423,6.0,7.0,7.0,4.0,4.0,6.0,1.0,4.0,5.0,7.0
993b20b5d910d05b5d79e0de71386a49,20200501,6.0,7.0,7.0,4.0,4.0,6.0,1.0,4.0,5.0,6.0
993b20b5d910d05b5d79e0de71386a49,20200508,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200509,5.0,7.0,6.0,3.0,4.0,6.0,2.0,4.0,4.0,6.0
993b20b5d910d05b5d79e0de71386a49,20200514,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200516,6.0,6.0,6.0,3.0,3.0,5.0,1.0,4.0,4.0,6.0
993b20b5d910d05b5d79e0de71386a49,20200520,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200523,6.0,6.0,6.0,3.0,4.0,5.0,1.0,4.0,5.0,6.0
993b20b5d910d05b5d79e0de71386a49,20200530,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200604,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200606,5.0,6.0,6.0,2.0,4.0,4.0,1.0,4.0,4.0,6.0
993b20b5d910d05b5d79e0de71386a49,20200611,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200613,5.0,5.0,5.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0
993b20b5d910d05b5d79e0de71386a49,20200618,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200620,5.0,6.0,6.0,4.0,4.0,6.0,1.0,4.0,5.0,5.0
993b20b5d910d05b5d79e0de71386a49,20200624,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200627,5.0,6.0,6.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0
993b20b5d910d05b5d79e0de71386a49,20200629,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200707,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200717,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200718,6.0,6.0,6.0,4.0,4.0,6.0,1.0,4.0,4.0,5.0
993b20b5d910d05b5d79e0de71386a49,20200719,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200725,6.0,6.0,6.0,4.0,4.0,6.0,1.0,4.0,4.0,5.0
993b20b5d910d05b5d79e0de71386a49,20200727,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200801,6.0,6.0,6.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0
993b20b5d910d05b5d79e0de71386a49,20200807,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200808,4.0,5.0,4.0,4.0,4.0,6.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20200815,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200816,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200822,5.0,6.0,6.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20200825,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200829,5.0,6.0,6.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20200903,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200905,5.0,6.0,6.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20200909,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200912,6.0,6.0,6.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20200913,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200918,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200919,6.0,6.0,6.0,4.0,4.0,5.0,1.0,5.0,5.0,3.0
993b20b5d910d05b5d79e0de71386a49,20200922,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200924,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20200926,5.0,6.0,6.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0
993b20b5d910d05b5d79e0de71386a49,20200930,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201003,5.0,6.0,6.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0
993b20b5d910d05b5d79e0de71386a49,20201005,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201010,5.0,5.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0
993b20b5d910d05b5d79e0de71386a49,20201016,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201017,6.0,6.0,6.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20201019,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201024,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201029,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201031,6.0,6.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0
993b20b5d910d05b5d79e0de71386a49,20201106,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201107,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201113,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201114,6.0,6.0,6.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0
993b20b5d910d05b5d79e0de71386a49,20201116,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201120,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201122,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201203,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201205,7.0,6.0,6.0,5.0,5.0,7.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20201212,6.0,7.0,6.0,4.0,4.0,6.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20201215,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201219,6.0,6.0,5.0,4.0,4.0,6.0,1.0,5.0,5.0,4.0
993b20b5d910d05b5d79e0de71386a49,20201221,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20201226,6.0,7.0,7.0,4.0,4.0,5.0,1.0,4.0,5.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210101,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210102,6.0,6.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210108,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210109,6.0,6.0,6.0,4.0,4.0,6.0,1.0,4.0,5.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210113,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210118,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210125,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210130,5.0,7.0,6.0,4.0,4.0,3.0,1.0,4.0,5.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210131,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210206,5.0,6.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210211,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210213,5.0,6.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0
993b20b5d910d05b5d79e0de71386a49,20210214,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210220,5.0,6.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0
993b20b5d910d05b5d79e0de71386a49,20210227,6.0,7.0,6.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210304,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210305,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210306,6.0,7.0,7.0,5.0,5.0,2.0,1.0,3.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210307,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210313,5.0,6.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210316,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210318,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210320,5.0,6.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210323,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210327,5.0,7.0,6.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210329,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210403,4.0,6.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210410,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210411,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210417,5.0,6.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0
993b20b5d910d05b5d79e0de71386a49,20210421,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210424,5.0,6.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0
993b20b5d910d05b5d79e0de71386a49,20210429,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210501,4.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210502,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210508,5.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210512,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210515,4.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210516,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210522,4.0,4.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210524,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210529,4.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,5.0,3.0
993b20b5d910d05b5d79e0de71386a49,20210601,,,,,,,,,,
993b20b5d910d05b5d79e0de71386a49,20210605,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0
993b20b5d910d05b5d79e0de71386a49,20210610,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200317,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200320,5.0,7.0,4.0,2.0,3.0,6.0,4.0,5.0,3.0,1.0
e06024d216d36ef2d7cddc8a67cf77a7,20200321,5.0,4.0,4.0,2.0,4.0,6.0,5.0,6.0,3.0,1.0
e06024d216d36ef2d7cddc8a67cf77a7,20200327,4.0,4.0,3.0,2.0,4.0,5.0,2.0,6.0,2.0,1.0
e06024d216d36ef2d7cddc8a67cf77a7,20200404,5.0,6.0,6.0,2.0,4.0,6.0,4.0,5.0,2.0,1.0
e06024d216d36ef2d7cddc8a67cf77a7,20200405,4.0,5.0,5.0,2.0,4.0,6.0,3.0,7.0,2.0,1.0
e06024d216d36ef2d7cddc8a67cf77a7,20200411,3.0,6.0,6.0,2.0,4.0,4.0,4.0,6.0,2.0,1.0
e06024d216d36ef2d7cddc8a67cf77a7,20200414,2.0,4.0,4.0,2.0,3.0,4.0,2.0,7.0,2.0,1.0
e06024d216d36ef2d7cddc8a67cf77a7,20200418,4.0,4.0,4.0,2.0,3.0,6.0,4.0,6.0,3.0,1.0
e06024d216d36ef2d7cddc8a67cf77a7,20200422,4.0,5.0,5.0,2.0,3.0,5.0,3.0,6.0,2.0,3.0
e06024d216d36ef2d7cddc8a67cf77a7,20200423,5.0,5.0,5.0,2.0,3.0,6.0,3.0,6.0,2.0,2.0
e06024d216d36ef2d7cddc8a67cf77a7,20200430,5.0,5.0,5.0,2.0,3.0,6.0,3.0,6.0,2.0,3.0
e06024d216d36ef2d7cddc8a67cf77a7,20200508,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200509,4.0,5.0,5.0,2.0,3.0,6.0,2.0,7.0,3.0,4.0
e06024d216d36ef2d7cddc8a67cf77a7,20200516,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200523,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200529,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200530,4.0,4.0,5.0,2.0,3.0,6.0,2.0,7.0,4.0,5.0
e06024d216d36ef2d7cddc8a67cf77a7,20200613,5.0,3.0,3.0,2.0,2.0,6.0,2.0,7.0,3.0,4.0
e06024d216d36ef2d7cddc8a67cf77a7,20200618,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200623,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200627,6.0,4.0,4.0,2.0,3.0,6.0,2.0,6.0,4.0,3.0
e06024d216d36ef2d7cddc8a67cf77a7,20200703,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200710,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200718,5.0,4.0,4.0,2.0,3.0,7.0,4.0,7.0,3.0,1.0
e06024d216d36ef2d7cddc8a67cf77a7,20200724,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200730,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200808,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200813,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200820,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200823,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200827,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200902,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200905,4.0,4.0,4.0,1.0,2.0,5.0,1.0,7.0,2.0,4.0
e06024d216d36ef2d7cddc8a67cf77a7,20200907,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200916,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20200928,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201002,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201006,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201013,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201017,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201022,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201025,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201102,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201105,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201112,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201114,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201118,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201126,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201128,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201203,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201205,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201209,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201211,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201212,3.0,3.0,2.0,2.0,2.0,5.0,2.0,7.0,4.0,4.0
e06024d216d36ef2d7cddc8a67cf77a7,20201215,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201218,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20201223,,,,,,,,,,
e06024d216d36ef2d7cddc8a67cf77a7,20210111,,,,,,,,,,
