""	"KANDI_ID"	"DTIME"	"opiskelu"	"reagointi"	"aika"	"AVO_1R"	"AVO_2"	"AVO_3R"	"AVO_4R"	"AVO_5"	"AVO_6R"	"AVO_7"	"AVO_8"	"AVO_9"	"AVO_10R"	"AVO_11R"	"AVO_12R"	"AVO_13R"	"AVO_14R"	"AVO_15R"	"AVO_16"	"AVO_17R"	"AVO_18R"	"TRAIT_AVOIDANCE"	"ANX_1"	"ANX_2"	"ANX_3"	"ANX_4"	"ANX_5"	"ANX_6"	"ANX_7"	"ANX_8"	"ANX_9R"	"ANX_10"	"ANX_11R"	"ANX_12"	"ANX_13"	"ANX_14"	"ANX_15"	"ANX_16"	"ANX_17"	"ANX_18"	"TRAIT_ANXIETY"	"NEUR_1"	"NEUR_2"	"NEUR_3"	"NEUR_4"	"NEUR_5R"	"NEUR_6R"	"NEUR_7R"	"NEUR_8R"	"NEUR_9R"	"TRAIT_NEUROTICISM"	"SEX"	"SES2P"	"SES1P"	"SES"	"AGE"	"aika2"
"11"	1	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"12"	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"13"	1	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"14"	1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"15"	1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"16"	1	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"17"	1	17	2	-8	27.9500000001863	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	28.0833333335196
"18"	1	18	2	0	30.7000000001863	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	30.7000000001863
"19"	1	19	2	-1	31.2166666667908	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	31.2333333334575
"20"	1	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21"	1	21	2	0	34.683333333116	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	34.683333333116
"22"	1	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"23"	1	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"24"	1	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"25"	1	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"26"	1	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"27"	1	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"28"	1	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"29"	1	29	2	-3	49.066666666884	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	49.116666666884
"30"	1	30	2	0	49.75	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	49.75
"31"	1	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32"	1	32	2	0	54.433333333116	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	54.433333333116
"33"	1	33	2	-2	55.7333333333954	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	55.7666666667288
"34"	1	34	2	-3	57.2000000001863	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	57.2500000001863
"35"	1	35	2	-24	59.1000000000931	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	59.5000000000931
"36"	1	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"37"	1	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"38"	1	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"39"	1	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"40"	1	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"41"	1	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"42"	1	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"43"	1	43	2	-24	72.9666666667908	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	73.3666666667908
"44"	1	44	2	-2	75.2166666667908	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	75.2500000001242
"45"	1	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"46"	1	46	2	0	78.683333333116	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	78.683333333116
"47"	1	47	2	-4	79.3999999999069	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	79.4666666665735
"48"	1	48	2	-4	82.1666666665114	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	82.2333333331781
"49"	1	49	2	-2	82.9166666665114	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	82.9499999998448
"50"	1	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"51"	1	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"52"	1	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"53"	1	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"54"	1	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"55"	1	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"56"	1	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"57"	1	57	2	-5	96.1666666665114	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	96.2499999998448
"58"	1	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"59"	1	59	2	-4	100.25	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	100.316666666667
"60"	1	60	2	-5	101.633333333302	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	101.716666666636
"61"	1	61	2	-21	103.850000000093	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	104.200000000093
"62"	1	62	2	-7	105.933333333116	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	106.049999999783
"63"	1	63	2	-2	106.733333333395	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	106.766666666729
"64"	1	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"65"	1	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"66"	1	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"67"	1	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"68"	1	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"69"	1	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"70"	1	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"71"	1	71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"72"	1	72	2	-8	121.733333333395	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	121.866666666729
"73"	1	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"74"	1	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"75"	1	75	2	-3	127.216666666791	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	127.266666666791
"76"	1	76	2	-12	129.783333333209	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	129.983333333209
"77"	1	77	2	-8	131.133333333302	4	2	1	1	4	1	1	1	1	4	1	2	2	4	2	2	4	2	2.16666666666667	2	2	2	2	1	5	5	1	5	3	5	3	3	2	1	3	3	1	2.72222222222222	2	3	4	3	3	2	3	4	2	2.88888888888889	0	1	1	1	30	131.266666666636
