id	timestamp_issued	timestamp_answer	valence	arousal	valence_slider_initial	arousal_slider_initial	input_method	date	day	beep
14	2020-04-21T09:01:06Z	2020-04-21T09:01:20Z	44	19	11	35	App	2020-04-21	25	NA
14	2020-04-21T11:57:37Z	2020-04-21T12:17:35Z	50	17	25	95	App	2020-04-21	25	NA
14	2020-04-21T17:42:00Z	2020-04-21T17:44:07Z	44	13	-29	13	App	2020-04-21	25	NA
14	2020-04-21T20:10:11Z	2020-04-21T20:39:41Z	46	8	-2	41	App	2020-04-21	25	NA
14	2020-04-22T08:14:00Z	2020-04-22T08:14:06Z	46	26	-27	91	App	2020-04-22	26	NA
14	2020-04-22T12:22:19Z	2020-04-22T12:22:35Z	42	30	42	30	App	2020-04-22	26	NA
14	2020-04-22T14:18:31Z	2020-04-22T14:50:34Z	38	7	-6	81	App	2020-04-22	26	NA
14	2020-04-22T20:38:52Z	2020-04-22T21:31:10Z	50	8	-3	82	App	2020-04-22	26	NA
14	2020-04-23T05:30:38Z	2020-04-23T06:12:37Z	40	15	0	50	App	2020-04-23	27	NA
14	2020-04-23T11:55:00Z	2020-04-23T12:04:27Z	50	10	-22	54	App	2020-04-23	27	NA
14	2020-04-23T14:12:00Z	2020-04-23T14:19:32Z	44	11	-8	81	App	2020-04-23	27	NA
14	2020-04-23T17:42:13Z	2020-04-23T18:10:22Z	34	22	13	22	App	2020-04-23	27	NA
14	2020-04-24T07:25:13Z	2020-04-24T07:25:20Z	39	12	0	50	App	2020-04-24	28	NA
14	2020-04-24T13:32:44Z	2020-04-24T13:55:23Z	39	18	-37	83	App	2020-04-24	28	NA
14	2020-04-24T14:12:18Z	2020-04-24T14:13:46Z	50	38	1	83	App	2020-04-24	28	NA
14	2020-04-24T18:16:55Z	2020-04-24T19:52:46Z	38	21	21	3	App	2020-04-24	28	NA
14	2020-04-25T08:15:48Z	2020-04-25T09:06:36Z	36	17	-26	48	App	2020-04-25	29	NA
14	2020-04-25T14:12:00Z	2020-04-25T14:54:32Z	50	24	3	95	App	2020-04-25	29	NA
14	2020-04-25T17:44:08Z	2020-04-25T17:44:34Z	43	35	-28	65	App	2020-04-25	29	NA
14	2020-04-26T06:34:34Z	2020-04-26T06:34:39Z	38	26	0	50	App	2020-04-26	30	NA
14	2020-04-26T11:55:57Z	2020-04-26T12:13:02Z	45	41	18	41	App	2020-04-26	30	NA
14	2020-04-26T14:14:48Z	2020-04-26T14:18:32Z	34	21	-29	21	App	2020-04-26	30	NA
14	2020-04-26T17:44:51Z	2020-04-26T18:40:45Z	40	4	-13	36	App	2020-04-26	30	NA
14	2020-04-26T20:10:17Z	2020-04-26T20:10:58Z	50	13	10	50	App	2020-04-26	30	NA
14	2020-04-27T15:02:53Z	2020-04-27T15:34:06Z	49	25	-5	53	App	2020-04-27	31	NA
14	2020-04-28T08:16:07Z	2020-04-28T08:19:09Z	44	31	9	66	App	2020-04-28	32	NA
14	2020-04-28T14:12:08Z	2020-04-28T14:41:29Z	42	24	15	93	App	2020-04-28	32	NA
14	2020-04-28T20:09:02Z	2020-04-28T20:24:20Z	46	35	-24	60	App	2020-04-28	32	NA
14	2020-04-29T08:15:20Z	2020-04-29T08:15:47Z	44	20	-20	42	App	2020-04-29	33	NA
14	2020-04-29T11:55:05Z	2020-04-29T12:02:30Z	50	0	-15	41	App	2020-04-29	33	NA
14	2020-04-29T20:09:00Z	2020-04-29T20:11:05Z	43	23	11	7	App	2020-04-29	33	NA
14	2020-04-30T06:35:56Z	2020-04-30T06:59:55Z	50	14	0	50	App	2020-04-30	34	NA
14	2020-04-30T08:16:41Z	2020-04-30T08:46:20Z	39	25	12	86	App	2020-04-30	34	NA
14	2020-04-30T11:55:02Z	2020-04-30T12:48:01Z	41	31	41	39	App	2020-04-30	34	NA
14	2020-04-30T14:16:39Z	2020-04-30T14:32:38Z	50	47	-46	47	App	2020-04-30	34	NA
14	2020-04-30T20:11:53Z	2020-04-30T20:31:27Z	50	38	-34	54	App	2020-04-30	34	NA
14	2020-05-01T06:30:19Z	2020-05-01T06:31:06Z	36	50	0	50	App	2020-05-01	35	NA
14	2020-05-01T08:35:54Z	2020-05-01T08:37:15Z	45	33	45	63	App	2020-05-01	35	NA
14	2020-05-01T11:55:01Z	2020-05-01T11:55:11Z	37	45	37	69	App	2020-05-01	35	NA
14	2020-05-01T14:12:00Z	2020-05-01T14:25:38Z	36	51	36	30	App	2020-05-01	35	NA
14	2020-05-01T18:30:26Z	2020-05-01T18:49:05Z	36	57	-27	15	App	2020-05-01	35	NA
14	2020-05-02T08:35:33Z	2020-05-02T09:08:47Z	26	40	-31	90	App	2020-05-02	36	NA
14	2020-05-02T12:00:04Z	2020-05-02T12:08:01Z	31	39	31	58	App	2020-05-02	36	NA
14	2020-05-02T14:12:00Z	2020-05-02T14:14:06Z	48	33	-36	33	App	2020-05-02	36	NA
14	2020-05-02T17:44:37Z	2020-05-02T17:44:41Z	50	49	1	17	App	2020-05-02	36	NA
14	2020-05-02T20:09:43Z	2020-05-02T20:51:32Z	45	8	45	8	App	2020-05-02	36	NA
14	2020-05-03T08:22:51Z	2020-05-03T08:23:18Z	50	50	0	50	App	2020-05-03	37	NA
14	2020-05-03T18:14:03Z	2020-05-03T18:14:40Z	33	47	33	86	App	2020-05-03	37	NA
14	2020-05-03T20:33:01Z	2020-05-03T21:21:00Z	44	41	44	41	App	2020-05-03	37	NA
14	2020-05-04T08:14:37Z	2020-05-04T08:47:51Z	41	60	-33	7	App	2020-05-04	38	NA
14	2020-05-04T12:09:14Z	2020-05-04T12:09:54Z	50	32	25	57	App	2020-05-04	38	NA
14	2020-05-05T06:20:41Z	2020-05-05T06:21:08Z	46	50	0	50	App	2020-05-05	39	NA
14	2020-05-05T14:12:26Z	2020-05-05T14:19:01Z	40	52	-29	15	App	2020-05-05	39	NA
14	2020-05-05T17:47:44Z	2020-05-05T17:49:54Z	43	44	-24	30	App	2020-05-05	39	NA
14	2020-05-05T20:10:08Z	2020-05-05T20:10:13Z	47	46	47	91	App	2020-05-05	39	NA
14	2020-05-06T08:14:01Z	2020-05-06T08:14:06Z	25	45	25	13	App	2020-05-06	40	NA
14	2020-05-06T11:57:19Z	2020-05-06T12:18:47Z	38	39	9	23	App	2020-05-06	40	NA
14	2020-05-06T20:09:24Z	2020-05-06T21:05:58Z	36	49	1	49	App	2020-05-06	40	NA
14	2020-05-07T08:25:58Z	2020-05-07T08:42:40Z	50	47	50	19	App	2020-05-07	41	NA
14	2020-05-07T14:15:32Z	2020-05-07T14:34:11Z	31	52	31	70	App	2020-05-07	41	NA
14	2020-05-07T20:09:00Z	2020-05-07T20:14:05Z	42	34	16	65	App	2020-05-07	41	NA
14	2020-05-08T14:12:00Z	2020-05-08T14:13:35Z	50	38	50	75	App	2020-05-08	42	NA
14	2020-05-08T18:07:36Z	2020-05-08T22:25:56Z	37	55	45	2	App	2020-05-08	42	NA
14	2020-05-08T20:10:36Z	2020-05-08T22:26:01Z	24	49	24	49	App	2020-05-08	42	NA
14	2020-05-09T05:30:36Z	2020-05-09T06:13:26Z	46	22	0	50	App	2020-05-09	43	NA
14	2020-05-09T08:47:21Z	2020-05-09T08:47:27Z	38	60	-11	7	App	2020-05-09	43	NA
14	2020-05-09T11:55:00Z	2020-05-09T12:11:10Z	29	42	29	88	App	2020-05-09	43	NA
14	2020-05-09T16:01:29Z	2020-05-09T16:13:06Z	48	24	48	57	App	2020-05-09	43	NA
14	2020-05-10T08:33:09Z	2020-05-10T08:56:07Z	50	54	-28	76	App	2020-05-10	44	NA
14	2020-05-10T14:14:53Z	2020-05-10T14:55:29Z	50	51	-11	29	App	2020-05-10	44	NA
14	2020-05-10T17:42:46Z	2020-05-10T18:18:27Z	49	52	27	10	App	2020-05-10	44	NA
14	2020-05-10T20:09:00Z	2020-05-10T20:12:32Z	32	44	32	44	App	2020-05-10	44	NA
14	2020-05-11T06:32:42Z	2020-05-11T07:28:02Z	41	50	0	50	App	2020-05-11	45	NA
14	2020-05-11T08:17:02Z	2020-05-11T09:38:57Z	30	55	30	87	App	2020-05-11	45	NA
14	2020-05-11T14:12:02Z	2020-05-11T15:12:12Z	32	58	32	67	App	2020-05-11	45	NA
14	2020-05-12T14:13:35Z	2020-05-12T14:13:39Z	31	41	31	74	App	2020-05-12	46	NA
14	2020-05-12T20:09:58Z	2020-05-12T20:10:53Z	42	54	-42	69	App	2020-05-12	46	NA
14	2020-05-13T08:14:15Z	2020-05-13T09:13:29Z	38	41	38	41	App	2020-05-13	47	NA
14	2020-05-13T11:55:25Z	2020-05-13T12:11:52Z	50	40	-44	76	App	2020-05-13	47	NA
14	2020-05-13T14:12:02Z	2020-05-13T14:45:10Z	50	37	6	47	App	2020-05-13	47	NA
14	2020-05-13T20:12:02Z	2020-05-13T20:13:04Z	27	48	27	6	App	2020-05-13	47	NA
14	2020-05-14T06:52:28Z	2020-05-14T06:53:38Z	38	50	0	50	App	2020-05-14	48	NA
14	2020-05-14T12:23:29Z	2020-05-14T12:27:15Z	23	42	23	92	App	2020-05-14	48	NA
14	2020-05-14T20:09:00Z	2020-05-14T20:10:33Z	48	36	48	88	App	2020-05-14	48	NA
14	2020-05-15T06:45:26Z	2020-05-15T06:45:48Z	50	50	0	50	App	2020-05-15	49	NA
14	2020-05-15T14:13:13Z	2020-05-15T15:10:30Z	50	39	-48	64	App	2020-05-15	49	NA
14	2020-05-16T06:35:44Z	2020-05-16T06:39:56Z	50	70	0	50	App	2020-05-16	50	NA
14	2020-05-16T18:14:28Z	2020-05-16T18:34:37Z	35	28	35	28	App	2020-05-16	50	NA
14	2020-05-17T08:14:00Z	2020-05-17T08:18:06Z	20	37	20	86	App	2020-05-17	51	NA
14	2020-05-17T14:12:00Z	2020-05-17T14:53:11Z	40	48	-27	96	App	2020-05-17	51	NA
14	2020-05-17T20:16:04Z	2020-05-17T21:15:53Z	50	46	-35	68	App	2020-05-17	51	NA
14	2020-05-18T14:14:52Z	2020-05-18T14:32:22Z	35	53	-46	39	App	2020-05-18	52	NA
14	2020-05-19T08:16:27Z	2020-05-19T08:17:24Z	46	50	0	50	App	2020-05-19	53	NA
14	2020-05-19T14:13:52Z	2020-05-19T14:39:30Z	37	46	-32	80	App	2020-05-19	53	NA
14	2020-05-19T17:42:08Z	2020-05-19T18:00:03Z	47	52	47	79	App	2020-05-19	53	NA
14	2020-05-19T20:09:01Z	2020-05-19T20:39:58Z	43	61	-27	82	App	2020-05-19	53	NA
14	2020-05-20T05:31:05Z	2020-05-20T06:25:37Z	39	10	0	50	App	2020-05-20	54	NA
14	2020-05-20T08:14:27Z	2020-05-20T09:03:32Z	34	54	-13	7	App	2020-05-20	54	NA
14	2020-05-20T14:12:00Z	2020-05-20T14:15:53Z	29	66	-1	2	App	2020-05-20	54	NA
14	2020-05-20T20:11:07Z	2020-05-20T21:09:26Z	39	46	-39	46	App	2020-05-20	54	NA
14	2020-05-21T14:12:00Z	2020-05-21T15:03:41Z	39	54	20	54	App	2020-05-21	55	NA
14	2020-05-21T17:42:01Z	2020-05-21T17:42:45Z	39	68	39	15	App	2020-05-21	55	NA
14	2020-05-22T07:32:44Z	2020-05-22T07:33:20Z	42	61	0	50	App	2020-05-22	56	NA
14	2020-05-22T08:14:41Z	2020-05-22T08:21:38Z	13	74	13	74	App	2020-05-22	56	NA
14	2020-05-23T20:15:19Z	2020-05-23T20:19:42Z	23	50	23	50	App	2020-05-23	57	NA
14	2020-05-24T20:10:18Z	2020-05-24T20:10:34Z	34	58	34	0	App	2020-05-24	58	NA
14	2020-05-25T08:14:05Z	2020-05-25T09:04:25Z	50	52	-34	80	App	2020-05-25	59	NA
14	2020-05-25T14:14:33Z	2020-05-25T14:14:48Z	42	72	42	72	App	2020-05-25	59	NA
14	2020-05-25T21:09:01Z	2020-05-25T21:09:24Z	39	43	39	43	App	2020-05-25	59	NA
14	2020-05-26T14:14:25Z	2020-05-26T15:00:34Z	41	56	-15	38	App	2020-05-26	60	NA
14	2020-05-26T17:42:02Z	2020-05-26T18:06:47Z	50	49	-41	5	App	2020-05-26	60	NA
14	2020-05-27T08:03:28Z	2020-05-27T08:06:32Z	45	77	-39	8	App	2020-05-27	61	NA
14	2020-05-27T20:10:01Z	2020-05-27T20:28:41Z	39	62	-26	62	App	2020-05-27	61	NA
14	2020-05-28T06:22:43Z	2020-05-28T06:23:06Z	38	47	-41	47	App	2020-05-28	62	NA
14	2020-05-28T14:14:17Z	2020-05-28T14:14:22Z	45	75	17	1	App	2020-05-28	62	NA
14	2020-05-28T17:43:15Z	2020-05-28T19:02:40Z	48	64	-34	24	App	2020-05-28	62	NA
14	2020-05-28T20:09:02Z	2020-05-28T20:53:37Z	35	44	-10	98	App	2020-05-28	62	NA
14	2020-05-29T06:14:43Z	2020-05-29T06:14:48Z	44	65	-34	65	App	2020-05-29	63	NA
14	2020-05-29T17:42:38Z	2020-05-29T18:23:33Z	36	64	-17	75	App	2020-05-29	63	NA
14	2020-05-30T06:15:44Z	2020-05-30T06:16:02Z	29	58	-16	22	App	2020-05-30	64	NA
14	2020-05-30T12:28:32Z	2020-05-30T13:25:03Z	48	67	-14	24	App	2020-05-30	64	NA
14	2020-05-30T20:11:16Z	2020-05-30T20:13:45Z	49	49	-9	68	App	2020-05-30	64	NA
14	2020-05-31T18:07:23Z	2020-05-31T18:07:41Z	30	61	30	14	App	2020-05-31	65	NA
14	2020-06-01T06:23:38Z	2020-06-01T06:23:43Z	28	45	-6	53	App	2020-06-01	66	NA
14	2020-06-01T08:14:24Z	2020-06-01T08:23:33Z	43	68	12	25	App	2020-06-01	66	NA
14	2020-06-01T14:12:50Z	2020-06-01T14:17:07Z	50	74	-18	3	App	2020-06-01	66	NA
14	2020-06-01T17:48:06Z	2020-06-01T17:49:02Z	43	58	5	77	App	2020-06-01	66	NA
14	2020-06-02T11:55:48Z	2020-06-02T12:06:15Z	50	61	20	39	App	2020-06-02	67	NA
14	2020-06-03T08:14:00Z	2020-06-03T08:58:26Z	40	87	-12	44	App	2020-06-03	68	NA
14	2020-06-04T06:03:44Z	2020-06-04T06:03:50Z	35	50	-4	6	App	2020-06-04	69	NA
14	2020-06-04T14:12:00Z	2020-06-04T14:13:12Z	33	66	-1	98	App	2020-06-04	69	NA
14	2020-06-04T20:10:22Z	2020-06-04T20:10:39Z	50	58	50	13	App	2020-06-04	69	NA
14	2020-06-05T20:09:14Z	2020-06-05T20:27:29Z	43	62	-37	94	App	2020-06-05	70	NA
14	2020-06-06T05:57:25Z	2020-06-06T06:25:18Z	39	67	39	20	App	2020-06-06	71	NA
14	2020-06-07T08:15:02Z	2020-06-07T08:54:36Z	36	73	36	73	App	2020-06-07	72	NA
14	2020-06-07T11:56:16Z	2020-06-07T12:15:19Z	22	50	22	50	App	2020-06-07	72	NA
14	2020-06-09T14:12:47Z	2020-06-09T14:20:38Z	50	54	-19	89	App	2020-06-09	74	NA
14	2020-06-10T14:12:00Z	2020-06-10T14:12:40Z	39	68	15	8	App	2020-06-10	75	NA
14	2020-06-10T17:42:01Z	2020-06-10T18:04:57Z	48	56	-15	20	App	2020-06-10	75	NA
14	2020-06-11T20:09:00Z	2020-06-11T20:27:52Z	45	80	-29	12	App	2020-06-11	76	NA
14	2020-06-12T08:15:32Z	2020-06-12T08:48:58Z	48	65	-39	2	App	2020-06-12	77	NA
14	2020-06-12T11:55:41Z	2020-06-12T12:46:51Z	42	63	-11	63	App	2020-06-12	77	NA
14	2020-06-12T14:12:02Z	2020-06-12T14:54:14Z	29	60	29	8	App	2020-06-12	77	NA
14	2020-06-12T17:42:26Z	2020-06-12T17:44:52Z	37	60	37	60	App	2020-06-12	77	NA
14	2020-06-13T12:23:45Z	2020-06-13T12:23:58Z	10	66	10	28	App	2020-06-13	78	NA
14	2020-06-13T17:43:11Z	2020-06-13T18:07:12Z	40	58	-27	58	App	2020-06-13	78	NA
14	2020-06-14T08:15:41Z	2020-06-14T08:15:55Z	48	69	-37	69	App	2020-06-14	79	NA
14	2020-06-15T08:14:29Z	2020-06-15T08:17:16Z	41	65	1	6	App	2020-06-15	80	NA
14	2020-06-15T11:55:02Z	2020-06-15T12:06:25Z	50	64	30	12	App	2020-06-15	80	NA
14	2020-06-15T17:42:02Z	2020-06-15T17:53:58Z	43	56	-3	56	App	2020-06-15	80	NA
14	2020-06-15T20:09:01Z	2020-06-15T20:32:22Z	44	98	-6	40	App	2020-06-15	80	NA
14	2020-06-16T14:16:29Z	2020-06-16T15:00:43Z	28	70	28	70	App	2020-06-16	81	NA
14	2020-06-17T11:57:21Z	2020-06-17T12:02:04Z	46	68	-8	36	App	2020-06-17	82	NA
14	2020-06-18T20:09:24Z	2020-06-18T21:08:39Z	50	84	6	35	App	2020-06-18	83	NA
14	2020-06-19T14:12:27Z	2020-06-19T15:08:27Z	50	82	-1	62	App	2020-06-19	84	NA
14	2020-06-19T20:09:00Z	2020-06-19T20:52:05Z	49	81	-36	96	App	2020-06-19	84	NA
14	2020-06-20T14:25:05Z	2020-06-20T14:57:23Z	28	83	28	59	App	2020-06-20	85	NA
9	2020-03-28T19:21:31Z	2020-03-28T19:24:37Z	-30	62	6	89	App	2020-03-28	1	NA
9	2020-03-28T21:12:22Z	2020-03-28T21:19:40Z	-2	39	6	32	App	2020-03-28	1	NA
9	2020-03-29T11:56:54Z	2020-03-29T12:55:19Z	-14	66	27	66	App	2020-03-29	2	NA
9	2020-03-29T17:46:58Z	2020-03-29T17:57:29Z	-22	48	46	100	App	2020-03-29	2	NA
